ugc
00265   |  00     27     14.39   |  +20     04     18.4
00266   |  00     27     22.87   |  +10     50     53.4
00267   |  00     27     30.26   |  -01     30     49.3
00268   |  00     27     35.42   |  +08     52     38.5
00269   |  00     27     37.64   |  +04     14     51.4
00270   |  00     27     57.47   |  +32     46     30.0
00271   |  00     27     52.48   |  -01     48     37.6
00272   |  00     27     49.84   |  -01     12     00.1
00273   |  00     28     06.70   |  +25     59     46.9
00274   |  00     27     52.51   |  +30     36     03.1
00275   |  00     27     58.65   |  +02     30     26.6
00276   |  00     27     59.66   |  +30     45     52.5
00277   |  00     28     13.87   |  +03     13     59.9
00278   |  00     28     21.34   |  +27     22     08.3
00279   |  00     28     15.40   |  +30     48     08.9
00280   |  00     28     20.60   |  -00     13     05.4
00281   |  00     28     22.21   |  +02     31     36.5
00282   |  00     28     18.63   |  +03     23     00.9
00283   |  00     28     21.76   |  +03     23     21.2
00284   |  00     28     34.47   |  +33     16     19.8
00285   |  00     28     51.25   |  +28     56     21.7
00286   |  00     28     50.26   |  +02     50     19.1
00287   |  00     28     54.60   |  +10     10     27.5
00288   |  00     29     04.58   |  +43     25     48.7
00289   |  00     28     59.85   |  +15     58     13.2
00290   |  00     29     08.47   |  +15     53     56.7
00291   |  00     29     12.71   |  +33     06     14.0
00292   |  00     29     15.12   |  +02     51     50.9
00293   |  00     29     29.38   |  +26     22     39.0
00294   |  00     29     23.46   |  +31     22     54.9
00295   |  00     29     32.98   |  -01     05     45.3
00296a  |   00     29     30.09  |   +12     03     04.2
00296b  |   00     29     30.57  |   +12     02     35.4
00296c  |   00     29     31.68  |   +12     02     58.5
00297   |  00     29     44.16   |  +21     28     31.9
00298   |  00     29     51.37   |  +02     56     40.9
00299   |  00     29     53.53   |  +31     23     35.4
00300   |  00     30     04.25   |  +03     30     46.5
00301   |  00     30     10.74   |  +02     05     34.7
00302   |  00     30     26.26   |  +25     08     32.5
00303   |  00     30     31.99   |  +42     06     34.0
00304   |  00     30     39.26   |  +12     40     48.3
00305   |  00     30     34.25   |  +13     21     57.8
00306   |  00     30     56.68   |  +42     11     33.0
00307   |  00     30     52.60   |  +10     40     17.3
00308   |  00     30     59.37   |  +05     09     34.6
00309   |  00     30     58.19   |  +10     12     29.0
00310   |  00     31     17.85   |  +28     59     35.3
00311   |  00     31     20.61   |  +30     47     32.5
00312   |  00     31     23.97   |  +08     28     00.0
00313   |  00     31     26.10   |  +06     12     23.7
00314   |  00     31     29.42   |  +08     24     01.3
00315   |  00     31     38.34   |  +08     23     25.2
00316   |  00     31     35.94   |  +14     36     43.2
00317   |  00     31     43.32   |  +00     54     02.0
00318   |  00     31     53.01   |  +37     40     41.0
00319   |  00     32     12.19   |  +31     40     53.9
00320   |  00     32     30.93   |  +02     34     27.0
00321   |  00     32     32.48   |  +23     23     40.8
00322   |  00     32     40.25   |  +01     28     01.7
00323   |  00     32     50.59   |  +11     44     10.5
00324   |  00     33     03.27   |  +03     08     40.3
00325   |  00     33     04.24   |  +22     12     05.4
00326   |  00     33     11.79   |  +48     30     24.8
00327   |  00     33     15.57   |  +07     54     17.6
00328   |  00     33     22.19   |  -01     07     17.2
00329   |  00     33     36.25   |  +02     40     50.4
00330   |  00     33     42.01   |  +39     32     40.0
00331   |  00     33     47.51   |  +07     14     53.5
00332   |  00     33     50.44   |  +30     43     23.1
00333   |  00     33     58.20   |  +48     57     04.1
00334   |  00     33     54.89   |  +31     27     00.8
00335a  |   00     33     55.51  |   +07     16     43.2
00335b  |   00     33     57.41  |   +07     16     04.3
00336   |  00     34     07.77   |  +44     08     41.9
00337   |  00     34     24.83   |  +24     36     13.0
00338   |  00     34     21.94   |  +39     36     03.5
00339a  |   00     34     21.53  |   +10     12     16.0
00339b  |   00     34     22.27  |   +10     12     17.3
00340   |  00     34     24.71   |  +12     16     03.5
00341   |  00     34     32.67   |  +01     38     57.4
00342   |  00     34     32.79   |  +03     36     07.5
00343   |  00     34     48.96   |  +53     27     15.2
00344   |  00     34     51.31   |  +39     32     41.1
00345   |  00     34     49.04   |  +28     24     36.2
00346   |  00     34     56.09   |  +31     56     54.6
00347   |  00     35     06.21   |  +45     31     44.9
00348   |  00     35     27.22   |  +02     56     06.6
00349   |  00     35     24.36   |  +03     23     46.0
00350   |  00     35     26.54   |  +04     52     18.3
00351   |  00     35     36.53   |  +09     07     25.8
00352   |  00     35     46.67   |  +24     14     14.1
00353   |  00     35     39.55   |  +08     59     50.3
00354   |  00     35     57.98   |  +24     02     15.8
00355   |  00     35     55.85   |  +31     52     13.1
00356   |  00     36     04.07   |  +23     57     30.9
00357   |  00     36     10.19   |  +21     27     51.4
00358   |  00     36     13.03   |  +01     42     43.5
00359   |  00     36     10.71   |  +04     38     06.8
00360   |  00     36     19.22   |  +25     48     29.5
00361   |  00     36     25.08   |  +49     00     47.3
00362   |  00     36     34.18   |  +32     44     47.5
00363   |  00     36     35.74   |  +43     48     48.3
00364   |  00     36     45.21   |  +21     33     58.9
00365   |  00     36     51.66   |  +23     59     28.4
00366   |  00     36     55.78   |  +28     53     38.9
00367   |  00     37     05.39   |  +25     41     59.3
00368   |  00     36     59.05   |  +39     06     50.8
00369   |  00     37     12.60   |  +01     56     30.7
00370   |  00     37     10.70   |  +13     03     09.8
00371   |  00     37     21.28   |  +29     08     56.7
00372   |  00     37     27.97   |  +42     54     13.3
00373   |  00     37     34.15   |  +09     33     23.0
00374   |  00     37     39.97   |  +10     21     27.6
00375   |  00     37     43.76   |  +25     38     27.0
00376   |  00     37     54.16   |  +32     41     20.2
00377   |  00     37     47.34   |  +04     01     25.9
00378   |  00     37     58.82   |  +48     11     53.2
00379   |  00     37     57.84   |  +05     08     52.3
00380   |  00     37     57.80   |  +08     38     04.2
00381   |  00     38     12.44   |  +30     53     26.7
00382   |  00     38     12.51   |  +02     43     41.5
00383   |  00     38     15.39   |  +08     48     10.6
00384   |  00     38     22.25   |  +32     38     15.7
00385   |  00     38     24.77   |  +13     29     08.5
00386   |  00     38     23.79   |  +15     02     21.5
00387   |  00     38     29.51   |  +29     30     39.8
00388   |  00     38     31.91   |  +30     17     22.8
00389   |  00     38     26.95   |  +01     58     35.4
00390   |  00     38     25.34   |  +03     09     57.8
00391   |  00     38     46.14   |  +50     00     49.6
00392   |  00     40     34.97   |  +83     13     19.1
00393   |  00     38     39.93   |  +17     24     09.6
00394   |  00     38     43.31   |  +41     59     47.4
00395   |  00     38     50.88   |  +31     32     37.3
00396   |  00     38     57.40   |  +48     20     14.4
00397a  |   00     38     54.81  |   +07     03     44.9
00397b  |   00     38     54.81  |   +07     03     23.0
00398   |  00     38     57.42   |  +25     38     21.3
00399   |  00     39     05.16   |  +06     01     15.1
00400   |  00     39     18.36   |  +29     39     28.9
00401   |  00     39     13.47   |  +00     51     49.3
00402   |  00     39     18.75   |  +03     57     08.5
00403   |  00     39     18.16   |  +13     05     57.1
00404   |  00     39     21.46   |  +13     06     46.7
00405   |  00     39     17.91   |  +00     54     44.5
00406   |  00     39     18.86   |  +00     53     30.0
00407   |  00     39     18.45   |  +03     02     14.2
00408   |  00     39     18.67   |  +03     19     52.7
00409   |  00     39     24.59   |  +04     34     06.9
00410   |  00     39     26.34   |  +06     44     02.2
00411   |  00     39     29.51   |  +25     38     38.4
00412   |  00     39     29.62   |  +29     45     44.0
00413   |  00     39     21.48   |  +02     27     20.5
00414   |  00     39     23.10   |  +02     47     51.0
00415   |  00     39     33.25   |  +03     08     18.9
00416   |  00     39     33.02   |  +03     55     58.6
00417   |  00     39     27.93   |  +04     10     30.3
00418   |  00     39     37.66   |  +08     57     55.4
00419   |  00     39     34.93   |  +00     51     34.9
00420   |  00     39     34.94   |  +02     53     14.1
00421   |  00     39     39.96   |  +03     32     09.8
00422   |  00     39     43.22   |  +09     00     17.9
00423   |  00     39     44.33   |  +03     17     58.2
00424   |  00     39     50.26   |  +20     31     02.2
00425   |  00     40     10.84   |  +22     42     55.3
00426   |  00     40     22.35   |  +41     41     08.5
00427   |  00     40     21.60   |  +50     19     54.4
00428   |  00     40     28.38   |  +29     33     20.7
00429   |  00     40     30.68   |  +06     55     01.5
00430   |  00     40     29.10   |  +03     15     22.6
00431   |  00     40     41.43   |  +30     09     42.3
00432   |  00     40     37.98   |  -00     19     52.8
00433   |  00     41     03.79   |  +31     43     58.4
00434   |  00     41     07.34   |  +50     43     12.4
00435   |  00     40     59.70   |  -01     38     02.8
00436   |  00     41     10.09   |  +16     28     07.7
00437   |  00     41     17.37   |  +03     30     12.4
00438   |  00     41     27.92   |  +25     30     00.9
00439   |  00     41     21.61   |  -01     42     58.3
00440   |  00     41     44.72   |  +36     21     33.7
00441   |  00     41     40.87   |  +10     49     35.2
00442   |  00     41     51.87   |  +32     59     27.3
00443   |  00     42     07.96   |  +33     24     22.5
00444   |  00     42     04.85   |  +36     48     15.9
00445   |  00     42     20.27   |  +30     18     10.0
00446   |  00     42     27.76   |  +33     11     09.6
00447   |  00     42     13.41   |  +10     44     31.8
00448   |  00     42     22.22   |  +29     38     29.3
00449   |  00     42     22.51   |  +29     41     53.7
00450   |  00     42     15.93   |  +00     50     43.8
00451   |  00     42     23.72   |  +18     49     16.9
00452   |  00     42     41.87   |  +40     51     57.2
00453   |  00     42     39.76   |  +29     52     30.3
00454   |  00     42     44.31   |  +41     16     09.4
00455   |  00     42     36.37   |  -01     59     43.7
00456   |  00     42     36.95   |  -01     31     43.8
00457   |  00     42     53.41   |  +33     31     22.1
00458   |  00     42     54.53   |  +23     30     13.5
00459   |  00     42     54.29   |  +32     34     49.4
00460   |  00     43     23.72   |  +50     40     38.4
00461   |  00     43     27.91   |  -00     07     31.7
00462   |  00     43     27.60   |  +02     57     28.2
00463   |  00     43     32.44   |  +14     20     32.8
00464   |  00     43     36.75   |  +30     35     12.1
00465   |  00     43     50.96   |  +32     51     11.9
00466   |  00     43     51.97   |  +00     48     06.5
00467   |  00     44     04.57   |  +28     52     29.2
00468   |  00     43     56.25   |  +01     51     00.2
00469   |  00     44     03.79   |  +26     12     27.2
00470   |  00     44     12.63   |  +26     50     45.1
00471   |  00     44     41.96   |  +45     25     16.3
00472   |  00     44     54.71   |  +16     56     15.1
00473   |  00     45     02.02   |  +06     06     47.1
00474   |  00     45     13.78   |  +10     30     07.9
00475   |  00     46     19.51   |  +51     13     02.7
00476   |  00     46     05.55   |  -01     43     24.1
00477   |  00     46     13.15   |  +19     29     22.1
00478   |  00     46     25.89   |  +30     14     17.2
00479   |  00     46     28.33   |  +31     48     31.4
00480   |  00     46     32.02   |  +36     19     32.5
00481   |  00     48     41.70   |  +83     45     18.5
00482   |  00     46     29.26   |  +08     25     58.3
00483   |  00     46     50.36   |  +26     28     33.8
00484   |  00     46     56.18   |  +32     40     31.0
00485   |  00     47     08.48   |  +30     20     28.7
00486   |  00     47     28.14   |  +50     53     00.6
00487   |  00     47     16.10   |  +07     54     35.6
00488   |  00     47     19.44   |  +14     42     11.4
00489   |  00     47     18.67   |  +27     49     38.3
00490   |  00     47     54.12   |  +19     35     47.8
00491   |  00     48     01.54   |  +27     37     29.2
00492   |  00     48     05.16   |  -01     33     57.8
00493   |  00     48     01.63   |  +08     17     48.0
00494   |  00     48     24.00   |  +04     05     29.8
00495   |  00     48     23.37   |  +07     19     38.8
00496a  |   00     48     29.97  |   +01     21     11.8
00496b  |   00     48     31.29  |   +01     21     17.1
00497   |  00     48     34.73   |  +27     41     36.4
00498   |  00     48     39.28   |  +16     37     50.1
00499   |  00     48     47.32   |  +31     57     23.9
00500   |  00     48     48.19   |  +11     22     11.6
00501   |  00     49     02.15   |  +28     13     03.1
00502   |  00     49     03.23   |  +46     09     26.7
00503   |  00     49     18.26   |  +04     31     53.4
00504   |  00     49     25.77   |  +12     10     49.6
00505   |  00     49     26.15   |  -01     46     15.9
00506   |  00     49     38.93   |  +22     56     00.0
00507   |  00     49     35.74   |  +01     06     54.7
00508   |  00     49     47.97   |  +32     16     39.3
00509   |  00     49     45.91   |  +31     36     04.3
00510   |  00     49     58.58   |  +21     43     11.8
00511   |  00     50     09.88   |  +31     43     51.5
00512   |  00     50     02.84   |  +07     55     06.5
00513   |  00     50     22.66   |  +11     42     36.4
00514   |  00     50     42.79   |  +00     25     57.7
00515   |  00     50     42.42   |  +12     05     46.0
00516   |  00     50     40.91   |  +10     36     00.4
00517   |  00     50     41.45   |  +11     21     05.3
00518   |  00     50     49.65   |  +30     09     50.3
00519   |  00     50     41.89   |  -01     54     37.0
00520   |  00     51     10.29   |  +17     44     06.4
00521   |  00     51     12.27   |  +12     01     29.5
00522   |  00     51     26.96   |  +40     43     30.2
00523   |  00     51     39.17   |  +52     05     25.4
00524   |  00     51     35.12   |  +29     24     03.7
00525   |  00     51     34.57   |  +29     42     58.7
00526   |  00     51     43.76   |  +03     10     18.8
00527   |  00     51     49.89   |  +03     06     19.0
00528   |  00     52     04.42   |  +47     33     01.4
00529   |  00     52     12.26   |  +29     40     35.9
00530   |  00     52     13.89   |  +44     19     51.3
00531   |  00     52     04.70   |  +02     25     49.2
00532   |  00     52     08.92   |  -02     13     07.0
00533   |  00     52     28.05   |  +14     31     04.8
00534   |  00     52     30.34   |  +24     21     03.7
00535   |  00     52     31.56   |  +26     07     57.4
00536   |  00     52     35.16   |  +29     12     25.8
00537   |  00     52     30.86   |  +06     01     12.5
00538   |  00     52     39.95   |  +06     02     58.9
00539   |  00     52     53.57   |  +41     58     14.5
00540   |  00     52     58.44   |  +29     01     56.9
00541   |  00     53     09.32   |  +21     55     35.0
00542   |  00     53     26.78   |  +29     16     12.3
00543   |  00     53     27.08   |  +05     46     12.5
00544   |  00     53     32.74   |  +02     55     25.3
00545   |  00     53     35.08   |  +12     41     34.4
00546   |  00     53     42.15   |  +18     05     48.9
00547   |  00     53     55.36   |  +24     46     20.7
00548   |  00     54     23.02   |  +31     39     54.4
00549   |  00     54     42.26   |  +36     45     53.4
00550   |  00     54     42.86   |  +21     31     21.0
00551   |  00     54     51.72   |  +44     43     51.1
00552   |  00     54     49.40   |  +52     28     48.2
00553   |  00     54     41.84   |  +05     46     24.7
00554   |  00     54     46.81   |  +28     42     59.6
00555   |  00     54     48.68   |  +28     51     59.6
00556   |  00     54     50.36   |  +29     14     47.5
00557   |  00     54     47.07   |  +31     21     56.8
00558   |  00     54     49.52   |  +10     32     14.9
00559   |  00     54     48.64   |  +11     50     27.1
00560   |  00     54     47.80   |  +13     39     29.8
00561   |  00     54     59.11   |  +30     48     17.7
00562   |  00     55     07.69   |  +31     32     31.7
00563   |  00     54     59.86   |  +01     22     49.2
00564   |  00     55     14.18   |  +35     26     01.8
00565   |  00     55     21.72   |  +31     40     36.9
00566   |  00     55     18.41   |  +31     43     47.5
00567   |  00     55     19.53   |  +31     44     55.6
00568   |  00     55     09.07   |  -01     02     48.4
00569   |  00     55     13.59   |  +09     26     54.0
