ugc
313,MCG+1-2-21,1.4,0.8,10,S,14.3
314,MCG+1-2-20,1.2,0.9,165,S,15.4
315,MCG+1-2-0,1,1,,Sb-c,16.5
316,MCG+2-2-0,1.4,0.2,40,Sc,15.7
317,MCG+0-2-0,1,0.9,,,17
318,MCG+6-2-8,1.1,1,,SBc,16.5
319,MCG+5-2-22,1.6,1,135,Sb-c,15.1
320,MCG+0-2-66,1.3,0.2,172,Sc,16.5
321,MCG+4-2-27,1.6,0.3,149,SB?c,15.4
322,MCG+0-2-67,1.3,0.6,68,Sc,16.5
323,MCG+2-2-18,1,0.3,110,S,15.3
324,MCG+0-2-0,1,0.5,78,Sb,16.5
325,MCG+4-2-28,1,0.8,10,,16
326,MCG+8-2-5,15,9,25,DWRF EL,12
327,MCG+1-2-25,1.2,0.5,121,Sb-c,15.7
328,MCG+0-2-70,1.6,1.6,,,16
329,MCG+0-2-71,2.1,1.5,170,Sc,15.7
330,MCG+6-2-9,1.4,0.5,140,S0,15
331,MCG+1-2-27,1,0.5,170,SBa,15.2
332,MCG+5-2-24,1.3,0.8,155,S0,15
333,MCG+8-2-3,1.3,1.1,,S,15.7
334,MCG+5-2-25,2,2,,DWRF SP,15.7
335,MCG+1-2-28,2.5,1.2,143,E+COMP,14.2
336,MCG+7-2-8,1.7,1.6,,Sc,15.6
337,MCG+4-2-31,1.2,1.1,150,Sc,16.5
338,MCG+6-2-10,1,0.2,99,SB?b-c,15.5
339,MCG+2-2-20,1.3,0.8,110,DBL SYS,15.6
340,MCG+2-2-21,1.4,0.25,89,Sa-b,15.5
341,MCG+0-2-76,1.2,1,66,S,16
342,MCG+0-2-75,1.1,0.9,65,Sc,15.7
343,MCG+9-2-0,1.4,1,70,Sc-IRR,16
344,MCG+6-2-11,1.2,0.7,110,Sc/SBc,15.4
345,MCG+5-2-0,1.1,0.25,51,SB?c,15.6
346,MCG+5-2-26,1.1,0.5,128,Sb-c,14.8
347,MCG+8-2-0,1,0.2,87,Sc,16.5
348,MCG+0-2-87,1.2,1.2,,,15.7
349,MCG+0-2-85,1.5,0.6,136,SBb,15.6
350,MCG+1-2-0,1.2,0.6,115,S0-a,15.7
351,MCG+1-2-32,3.2,1.2,156,SBa,13.9
