pln
Lo 11,PK340+12.1,16 03.4,-36 01,60,,,19.0,,Lup,Record:  17.5+ 20-
Lo 12,PK340+10.1,16 08.4,-37 09,79,,,,,Sco,Record:   20-
Lo 13,PK345+15.1,16 09.7,-30 55,71,,,,,Sco,Record: 17.5+ 17.5+ 20+
Lo 16,PK349-4.1,17 35.7,-40 12,83,,13.4,16.8,14.11,Sco,Record: 17.5+ 17.5+ 8+
Lo 17,PK356-11.1,18 27.8,-37 16,104,,13.3,,,CrA,Record:  17.5- 20+
Lo 18,PK341-24.1,19 09.8,-55 35,43,,,,,Tel,Record:   20-
Lo 4,PK274+9.1,10 05.8,-44 22,48,,16.1,,15.61,Vel,Record:   20-
Lo 5,PK286+11.1,11 13.9,-47 57,150,,11.7,,14.47,Cen,Record: 13+ 17.5+ 20+
Lo 6,PK294+14.1,12 00.7,-47 33,62,,15.3,,15.37,Cen,Record:  17.5+ 20+
Lo 8,PK310+24.1,13 25.6,-37 36,115,,,,,Cen,Record:   20-
Lo 9,PK330+5.1,15 42.2,-47 41,107,,,,,Lup,Record:   20-
LoTr 10,PK316-1.1,14 46.4,-61 14,54,,,,,Cir,Record:   20-
LoTr 11,PK313-12.1,15 21.2,-72 14,112,,,,,Aps,Record:   20-
LoTr 5,PK339+88.1,12 55.6,+25 53,525,,12.5,8.8,,Com,Record: 13- 17.5+ 20-
LoTr 7,PK310-5.1,14 15.4,-67 32,16,,14.2,,11.33,Cir,Record:   20+
LoTr 8,PK315+5.2,14 22.0,-55 02,19,,16.9,,14.40,Lup,Record:   20-
LoTr 9,PK315-1.1,14 41.3,-61 20,28,,,,,Cen,Record:   20-
LSA 1,PK29-7.1,19 13.9,-06 19,14,,14.5,,12.54,Aql,Record: 17.5+  8+
M 1-1,PK130-11.1,01 37.3,+50 28,6,,14.2,16.2,9.16,And,Record: 13+ 17.5+ 8+
M 1-11,PK232-4.1,07 11.3,-19 51,stellar,,15.9,,7.75,CMa,Record:  17.5+ 20+
M 1-12,PK235-3.1,07 19.4,-21 44,stellar,,15.3,,7.15,CMa,Record:  17.5+ 20+
M 1-13,PK232-1.1,07 21.2,-18 09,10,,12.9,,9.01,CMa,Record: 17.5+ 17.5+ 8+
M 1-14,PK235-1.1,07 27.9,-20 13,stellar,,13.5,,5.35,Pup,Record: 17.5+ 17.5+ 8+
M 1-16,PK226+5.1,07 37.3,-09 39,3,?+4,13.3,14.69,6.79,Mon,Record: 17.5+ 17.5+ 8+
M 1-17,PK228+5.1,07 40.4,-11 32,3,,13.5,18.5,6.99,Pup,Record: 13+ 17.5+ 8+
M 1-18,PK231+4.1,07 42.1,-14 21,31x30,2b,14.0,19.1,12.53,Pup,Record: 13+ 17.5+ 20+
M 1-19,PK351+4.1,17 03.8,-33 30,8,1,14.2,16.9,9.82,Sco,Record: 17.5+ 17.5- 8+
M 1-2,PK133-8.1,01 58.8,+52 54,stellar,1,14.9,13.4,12.30,Per,Record: 17.5+ 17.5+ 20+
M 1-20,PK6+8.1,17 29.0,-19 16,7,1,13.5,15.32,8.83,Oph,Record: 13+  8+
M 1-22,PK7+7.1,17 35.2,-18 34,9,4,14.7,21,10.58,Oph,Record: 17.5+ 17.5- 8+
M 1-23,PK7+6.1,17 37.4,-18 47,8x6,2,14.3,,9.61,Oph,Record: 17.5+ 17.5+ 8+
M 1-24,PK7+6.2,17 38.2,-19 38,6,2,14.2,16.0,9.19,Oph,Record: 13+  8+
M 1-25,PK4+4.1,17 38.5,-22 09,5,2,14.1,,8.70,Oph,Record: 17.5+ 17.5+ 8+
M 1-26,PK358-0.2,17 46.0,-30 12,5x4,2,13.8,12.1,8.16,Sco,Record:  17.5- 8+
M 1-27,PK356-2.2,17 46.8,-33 09,5,,,,,Sco,Record:   20?
M 1-28,PK6+3.2,17 47.6,-22 06,24x13,3+6,16.8,,14.14,Sgr,Record:  17.5- 20+
M 1-29,PK359-1.1,17 50.3,-30 35,9x7,4+2,13.6,,9.20,Sco,Record: 17.5+ 17.5+ 8+
M 1-30,PK355-4.2,17 53.0,-34 38,5,,14.7,16.40,9.30,Sco,Record: 17.5+ 17.5+ 20+
M 1-31,PK6+2.5,17 52.7,-22 22,stellar,1,13.7,,5.55,Sgr,Record: 17.5+ 17.5+ 20+
M 1-32,PK11+4.1,17 56.3,-16 29,8x7,2,14.0,17.0,10.47,Sgr,Record: 17.5+ 17.5+ 8+
M 1-33,PK13+4.1,17 59.0,-15 32,5,2,13.8,18.6,8.40,Ser,Record: 13+  8+
M 1-34,PK357-5.1,18 01.4,-33 18,13x10,2,15.0,,11.39,Sgr,Record: 17.5+ 17.5- 20+
M 1-35,PK3-2.1,18 03.7,-26 43,5,2,14.6,,9.20,Sgr,Record: 17.5+ 17.5+ 20+
M 1-37,PK2-3.3,18 05.4,-28 22,stellar,,,,,Sgr,Record:  17.5- 20+
M 1-38,PK2-3.5,18 06.1,-28 41,3,,,,,Sgr,Record:  17.5- 20+
M 1-39,PK15+3.1,18 07.5,-13 29,5,,18.4,,13.00,Ser,Record:  17.5- 20-
M 1-4,PK147-2.1,03 41.7,+52 17,5,,13.6,16.7,7.72,Per,Record: 13+ 17.5+ 8+
M 1-40,PK8-1.1,18 08.4,-22 17,11x8,2,14.7,15.0,10.67,Sgr,Record: 17.5+  20+
M 1-41,PK6-2.1,18 09.5,-24 12,38,,17.0,,12.11,Sgr,Record: 17.5+ 17.5+ 20+
M 1-42,PK2-4.2,18 11.1,-28 59,14,4,13.2,17.4,10.04,Sgr,Record: 17.5+ 17.5+ 8+
M 1-43,PK11-0.1,18 11.8,-18 46,7x4,,17.5,,12.22,Sgr,Record: 17.5+ 17.5- 20+
M 1-44,PK4-4.2,18 16.3,-27 05,4,,16.2,,10.31,Sgr,Record:  17.5- 20-
M 1-45,PK12-2.1,18 23.1,-19 17,stellar,,,,,Sgr,Record:  17.5- 20-
M 1-46,PK16-1.1,18 27.9,-15 33,12x10,4+2,14.6,12.8,10.90,Sct,Record:  17.5- 20+
M 1-47,PK11-5.1,18 29.2,-21 47,5,2,13.2,15.3,7.80,Sgr,Record: 17.5+ 17.5+ 8+
M 1-48,PK13-3.1,18 29.5,-19 06,5,2,15.8,,10.40,Sgr,Record: 17.5+ 17.5+ 20+
M 1-5,PK184-2.1,05 46.8,+24 22,5,1,14.6,,9.20,Tau,Record: 13+  20+
M 1-50,PK14-4.1,18 33.3,-18 17,6x5,2,13.1,,7.90,Sgr,Record: 17.5+ 17.5+ 8+
M 1-51,PK21-1.1,18 33.5,-11 07,4x3,,16.7,,10.50,Sct,Record:  17.5- 20+
M 1-52,PK17-2.1,18 34.0,-14 52,7x6,2,15.6,,10.76,Sct,Record: 17.5+ 17.5+ 20+
M 1-53,PK15-4.1,18 35.8,-17 36,7x6,2,14.0,14.3,9.16,Sgr,Record: 17.5+ 17.5+ 8+
M 1-54,PK16-4.1,18 36.1,-17 00,17x10,3,12.5,,9.18,Sgr,Record: 13+ 17.5+ 8+
M 1-55,PK11-6.1,18 36.7,-21 49,stellar,,,,,Sgr,Record:  17.5- 20?
M 1-56,PK16-4.2,18 37.8,-17 06,10,1,13.4,16.2,9.51,Sgr,Record: 17.5+ 17.5+ 8+
M 1-57,PK22-2.1,18 40.3,-10 40,9x8,2,13.5,16.3,9.25,Sct,Record: 17.5+ 17.5+ 8+
M 1-58,PK22-3.1,18 43.0,-11 07,7x6,2,14.0,,9.16,Sct,Record: 13+ 17.5+ 8+
M 1-59,PK23-2.1,18 43.3,-09 05,4,,13.3,,7.41,Sct,Record: 13+ 17.5+ 8+
M 1-6,PK211-3.1,06 35.7,-00 06,5,,16.2,15.84,10.80,Mon,Record:  17.5+ 20+
M 1-60,PK19-4.1,18 43.6,-13 45,10,1,14.1,,10.21,Sct,Record: 13+ 17.5+ 8+
M 1-61,PK19-5.1,18 45.9,-14 28,stellar,1,12.3,17.1,4.15,Sct,Record: 17.5+ 17.5+ 8+
M 1-62,PK12-9.1,18 50.4,-22 34,4,2,13.2,17.4,7.31,Sgr,Record: 17.5+ 17.5+ 8+
M 1-63,PK21-5.1,18 51.5,-13 11,4,2,14.4,,8.51,Sct,Record: 17.5+ 17.5+ 8+
M 1-64,PK64+15.1,18 50.0,+35 15,17,4,12.9,,10.16,Lyr,Record: 13+ 17.5+ 8+
M 1-65,PK43+3.1,18 56.6,+10 52,4x3,2,16.6,14.31,10.40,Aql,Record: 13+ 17.5- 20?
M 1-66,PK32-2.1,18 58.4,-01 04,10,1,13.3,,9.41,Aql,Record: 17.5+ 17.5+ 8+
M 1-67,PK50+3.1,19 11.5,+16 52,81,,,11.1,,Sge,Record: 17.5+  20-
M 1-69,PK38-3.2,19 13.9,+03 38,stellar,1,14.0,,5.85,Aql,Record: 17.5+ 17.5+ 8+
M 1-7,PK189+7.1,06 37.3,+24 01,21x11,2,13.5,19.6,10.52,Gem,Record: 13+ 17.5+ 8+
M 1-71,PK55-0.1,19 36.4,+19 42,5x3,,14.0,,8.04,Vul,Record: 13+  8+
M 1-72,PK54-2.1,19 41.6,+17 45,10,1,16.5,17.7,12.61,Sge,Record:  17.5- 20+
M 1-73,PK51-3.1,19 41.2,+14 57,5,2,13.9,,8.50,Aql,Record: 17.5+ 17.5+ 8+
M 1-74,PK52-4.1,19 42.3,+15 09,5,1,12.9,18.1,7.50,Aql,Record: 13+ 17.5+ 8+
M 1-75,PK68-0.1,20 04.7,+31 27,16x11,3b+6,16.0,21.1,12.72,Cyg,Record: 17.5+ 17.5+ 20+
M 1-77,PK89-2.1,21 19.1,+46 19,7,2a,,12.2,,Cyg,Record:   20?
M 1-78,PK93+1.1,21 20.7,+51 53,6,,17.0,,11.99,Cyg,Record: 17.5-  20-
M 1-79,PK93-2.1,21 37.0,+48 56,39x27,4,13.3,14.4,11.96,Cyg,Record: 13+ 17.5+ 8+
M 1-8,PK210+1.1,06 53.6,+03 08,22x15,,14.3,21.38,11.70,Mon,Record: 13+ 17.5+ 20+
M 1-80,PK107-2.1,22 56.3,+57 09,8,2,13.4,,9.02,Cep,Record: 13+ 17.5+ 8+
M 1-9,PK212+4.1,07 05.3,+02 47,2,1,13.4,,6.01,Mon,Record: 17.5+ 17.5+ 8+
M 2-10,PK354+4.1,17 14.1,-31 20,5x3,,16.9,,10.94,Sco,Record:  17.5- 20+
M 2-11,PK356+4.1,17 20.6,-29 01,15,,14.5,,11.49,Oph,Record: 17.5+ 17.5+ 8+
M 2-12,PK359+5.1,17 24.0,-25 59,5,,,,,Oph,Record:  17.5- 20+
M 2-13,PK11+11.1,17 28.6,-13 26,7,1,14.5,18.8,9.83,Ser,Record: 17.5+ 17.5+ 8+
M 2-14,PK3+3.2,17 42.0,-24 11,stellar,1,18.0,,9.85,Oph,Record:  17.5- 20+
M 2-15,PK11+6.1,17 46.9,-16 17,6x5,2,14.3,18.2,9.10,Sgr,Record: 17.5+ 17.5+ 8+
M 2-16,PK357-3.2,17 52.6,-32 46,6x5,2,14.9,,9.70,Sco,Record: 17.5+ 17.5+ 8+
M 2-17,PK10+4.1,17 52.1,-17 36,7x6,2,14.9,,10.06,Sgr,Record: 17.5+ 17.5+ 8+
M 2-18,PK357-3.4,17 53.6,-32 59,5,1,15.6,17.3,10.20,Sco,Record: 17.5+ 17.5+ 20+
M 2-19,PK0-1.5,17 53.8,-29 44,7x5,2,16.3,17.3,11.26,Sgr,Record:  17.5- 20+
M 2-2,PK147+4.1,04 13.3,+56 57,12x11,3,14.0,,9.04,Cam,Record: 17.5+ 17.5+ 8+
M 2-20,PK0-1.6,17 54.4,-29 36,7,1,14.8,16.1,10.13,Sgr,Record:  17.5+ 20+
M 2-21,PK0-2.4,17 58.2,-29 44,3,1,13.5,16.2,6.99,Sgr,Record: 17.5+ 17.5+ 8+
M 2-22,PK357-4.2,17 58.5,-33 29,6x5,2,15.2,16.5,10.00,Sgr,Record:  17.5- 20+
M 2-23,PK2-2.4,18 01.7,-28 26,9,1,12.5,,8.38,Sgr,Record: 17.5+  8+
M 2-24,PK356-5.2,18 02.0,-34 28,11x4,2,14.7,18.0,9.91,Sgr,Record: 17.5+ 17.5+ 20+
M 2-25,PK359-4.3,18 02.8,-32 10,13,3,15.0,,11.68,Sgr,Record: 17.5+ 17.5+ 20+
M 2-26,PK3-2.2,18 03.2,-26 59,13x9,,16.3,,12.58,Sgr,Record:  17.5+ 20+
M 2-27,PK359-4.2,18 03.9,-31 18,2,1,14.1,,6.71,Sgr,Record: 17.5+ 17.5+ 8+
M 2-28,PK0-4.1,18 05.0,-30 58,8x5,2,18.2,,10.51,Sgr,Record:   20+
M 2-29,PK4-3.1,18 06.7,-26 55,6x5,2,14.7,15.5,9.50,Sgr,Record: 17.5+ 17.5- 20+
M 2-30,PK3-4.8,18 12.6,-27 58,4,1,13.1,17.1,7.21,Sgr,Record: 17.5+  8+
M 2-31,PK6-3.3,18 13.3,-25 30,5,,13.7,,8.30,Sgr,Record: 17.5+ 17.5+ 8+
M 2-32,PK359-7.1,18 14.8,-32 37,10,1,12.4,15.7,8.51,Sgr,Record: 17.5+ 17.5+ 8+
M 2-33,PK2-6.1,18 15.1,-30 16,5x4,2,13.1,14.4,7.46,Sgr,Record: 17.5+ 17.5+ 8+
M 2-34,PK7-3.1,18 17.3,-23 59,13x6,2,16.2,,12.04,Sgr,Record: 17.5+ 17.5+ 20+
M 2-35,PK0-7.1,18 17.6,-31 57,5,1,15.4,,10.66,Sgr,Record:  17.5+ 20+
M 2-36,PK3-6.1,18 17.7,-29 08,9x5,2,11.8,15.7,7.04,Sgr,Record: 17.5+ 17.5+ 8+
M 2-37,PK4-5.5,18 18.6,-28 08,7,3,17.9,16.8,13.23,Sgr,Record: 13- 17.5- 20-
M 2-38,PK5-5.1,18 19.4,-26 35,9x7,4,13.5,17.4,10.70,Sgr,Record: 17.5+ 17.5+ 8+
M 2-39,PK8-4.1,18 22.0,-24 11,3,2,14.6,15.8,8.09,Sgr,Record: 17.5+ 17.5+ 8+
M 2-4,PK349+4.1,17 01.1,-34 50,5,1,13.5,17.0,8.10,Sco,Record: 13+ 17.5- 8+
M 2-40,PK24+3.1,18 21.4,-06 02,6x5,2,16.2,,11.00,Ser,Record: 17.5+ 17.5- 20+
M 2-41,PK2-7.1,18 22.6,-30 43,13,4,13.8,,11.48,Sgr,Record: 13+ 17.5+ 8+
M 2-42,PK8-4.2,18 22.5,-24 09,5x3,2,14.0,18.2,8.04,Sgr,Record: 17.5+ 17.5+ 8+
M 2-43,PK27+4.1,18 26.7,-02 43,15,,16.8,,13.79,Ser,Record: 17.5+ 17.5+ 20+
M 2-44,PK28+1.1,18 37.6,-03 06,8x7,4,13.5,,10.57,Ser,Record: 17.5+ 17.5+ 8+
M 2-45,PK27+0.1,18 39.4,-04 20,7,,17.8,,13.13,Sct,Record:  17.5- 20-
M 2-46,PK24-2.1,18 46.6,-08 28,6x3,,18.3,,12.54,Sct,Record:  17.5- 20-
M 2-47,PK39-2.1,19 13.6,+04 38,6,2,14.9,15.52,9.89,Aql,Record: 13+ 17.5- 8+
M 2-48,PK62-0.1,19 50.5,+25 54,10x6,3,16.6,,12.15,Vul,Record: 17.5+ 17.5+ 20+
M 2-49,PK95-2.1,21 43.3,+50 25,8,1,14.3,,11.42,Cyg,Record: 17.5+ 17.5+ 8+
M 2-5,PK351+5.1,17 02.3,-33 10,5,2,16.4,16.2,11.00,Sco,Record:  17.5+ 20+
M 2-50,PK97-2.1,21 57.7,+51 42,5x3,2,14.5,15.1,8.54,Cyg,Record: 17.5+ 17.5+ 8+
M 2-51,PK103+0.1,22 16.1,+57 29,47x38,2+3,13.6,20.4,12.84,Cep,Record: 13+ 17.5+ 8+
M 2-52,PK103+0.2,22 20.5,+57 36,13x12,3,14.1,,10.69,Cep,Record: 17.5+ 17.5+ 20+
M 2-53,PK104-1.1,22 32.3,+56 10,14,3b,14.8,21.2,12.04,Lac,Record: 17.5+ 17.5+ 8+
M 2-54,PK104-6.1,22 51.6,+51 51,4,,15.0,,,Lac,Record:  17.5+ 20?
M 2-55,PK116+8.1,23 31.9,+70 22,42x36,3,14.4,21,13.46,Cep,Record: 13+ 17.5+ 8+
M 2-6,PK353+6.2,17 04.3,-30 53,8,1,13.7,16.4,9.32,Sco,Record: 17.5+ 17.5+ 8+
M 2-7,PK353+6.1,17 05.2,-30 32,8,,16.6,,12.22,Sco,Record:  17.5- 20+
M 2-8,PK352+5.1,17 05.5,-32 32,5x4,2,14.9,,9.26,Sco,Record: 17.5+ 17.5+ 8+
M 2-9,PK10+18.2,17 05.6,-10 09,39x15,?+6,14.6,15.6,12.63,Oph,Record: 13+ 17.5+ 20+
M 3-1,PK242-11.1,07 02.8,-31 36,14x9,?+6,12.0,15.5,8.36,CMa,Record: 13+  8+
M 3-10,PK358+3.1,17 27.3,-28 28,4x3,2,14.2,,8.00,Oph,Record: 17.5+ 17.5+ 8+
M 3-11,PK5+6.1,17 35.4,-20 57,12,,17.7,,14.20,Oph,Record:  17.5- 20+
M 3-12,PK5+5.1,17 36.4,-21 31,7x5,2,14.8,,9.76,Oph,Record: 17.5+ 17.5+ 20+
M 3-13,PK5+4.2,17 41.6,-22 13,stellar,,18.6,,10.45,Oph,Record:  17.5- 20-
M 3-14,PK355-2.1,17 44.3,-34 07,10x5,2a,14.6,,9.95,Sco,Record: 17.5+ 17.5+ 20+
M 3-15,PK6+4.2,17 45.5,-20 58,4,2,14.7,,8.81,Sgr,Record: 17.5+ 17.5+ 8+
M 3-16,PK359-2.2,17 52.8,-30 50,7x6,2,15.1,,10.26,Sco,Record:  17.5- 20+
M 3-17,PK359-3.1,17 56.4,-31 04,5,,18.2,,12.80,Sco,Record:  17.5- 20-
M 3-19,PK0-2.6,17 58.3,-30 01,5,,16.4,,11.00,Sgr,Record:  17.5- 20+
M 3-2,PK240-7.1,07 14.8,-27 50,12x7,3b,15.7,21.1,11.62,CMa,Record:  17.5- 20+
M 3-20,PK2-2.2,17 59.3,-28 14,4,1,14.3,,8.41,Sgr,Record: 17.5+ 17.5+ 8+
M 3-21,PK355-6.1,18 02.5,-36 39,5,,11.7,15.3,6.30,Sgr,Record: 17.5+ 17.5+ 8+
M 3-22,PK0-3.1,18 02.3,-30 14,7x6,2c,15.1,17.8,10.26,Sgr,Record: 17.5+ 17.5+ 20+
M 3-23,PK0-4.2,18 07.1,-30 34,10,2,13.8,,9.91,Sgr,Record: 17.5+ 17.5+ 8+
M 3-24,PK5-2.1,18 07.9,-25 24,19,2,14.3,,11.80,Sgr,Record: 17.5+ 17.5- 20+
M 3-25,PK19+3.1,18 15.3,-10 10,4,,15.1,,9.21,Ser,Record: 17.5+ 17.5+ 20+
M 3-26,PK4-5.1,18 16.2,-27 15,8x7,4,13.8,17.2,9.27,Sgr,Record: 13+ 17.5+ 8+
M 3-27,PK43+11.1,18 27.8,+14 29,1,1,14.1,15.5,5.20,Her,Record: 17.5+ 17.5+ 8+
M 3-28,PK21-0.1,18 32.7,-10 06,10x6,2+3,17.2,20.1,12.75,Sct,Record:  17.5- 20-
M 3-29,PK4-11.1,18 39.4,-30 41,8,2,13.1,25.5,8.72,Sgr,Record: 17.5+ 17.5+ 8+
M 3-3,PK221+5.1,07 26.6,-05 22,15x10,4,14.3,,10.85,Mon,Record: 13+ 17.5+ 8+
M 3-30,PK17-4.1,18 41.3,-15 34,16,4,14.6,17.9,11.73,Sct,Record: 17.5+ 17.5+ 8+
M 3-31,PK14-7.1,18 44.0,-19 55,7,1,14.3,17.4,9.63,Sgr,Record: 17.5+ 17.5+ 8+
M 3-32,PK9-9.1,18 44.7,-25 22,7x5,2,13.6,17.1,8.56,Sgr,Record: 17.5+ 17.5+ 8+
M 3-33,PK9-10.1,18 48.2,-25 29,6x4,2,13.5,15.9,8.05,Sgr,Record: 17.5+ 17.5+ 8+
M 3-34,PK31-10.1,19 27.0,-06 35,6x5,2,12.6,16.3,7.40,Aql,Record: 17.5+ 17.5+ 8+
M 3-35,PK71-2.1,20 21.1,+32 29,5,1,14.6,15.1,9.20,Cyg,Record: 17.5+ 17.5+ 8+
M 3-36,PK358+7.1,17 12.7,-25 44,5x4,2,14.9,17.1,9.26,Oph,Record: 17.5+ 17.5+ 20+
M 3-37,PK359+6.1,17 19.2,-25 17,11x10,2a,16.4,,12.61,Oph,Record:  17.5- 20+
M 3-38,PK356+4.2,17 21.1,-29 03,stellar,,16.6,,8.45,Oph,Record: 17.5+ 17.5+ 20+
M 3-39,PK358+5.1,17 21.2,-27 11,21x15,3+2,15.3,,12.65,Oph,Record: 17.5+ 17.5+ 20+
M 3-4,PK241+2.1,07 55.2,-23 38,14,4,14.0,15.7,8.74,Pup,Record: 17.5+ 17.5+ 8+
M 3-40,PK358+5.2,17 22.5,-27 09,stellar,,,,,Oph,Record:  17.5- 20-
M 3-41,PK357+3.2,17 26.0,-29 22,4,,,,,Oph,Record:  17.5- 20-
M 3-42,PK357+3.4,17 27.0,-29 16,8x4,,17.0,,11.87,Oph,Record:  17.5- 20-
M 3-43,PK0-1.1,17 50.4,-29 25,4x3,2,16.0,21.0,9.80,Sgr,Record:  17.5- 20-
M 3-44,PK359-1.2,17 51.3,-30 24,5,2,16.0,,10.60,Sco,Record:  17.5- 20-
M 3-45,PK359-1.3,17 52.1,-30 05,5,,16.6,,11.20,Sco,Record:  17.5- 20+
M 3-46,PK359-2.4,17 55.1,-31 12,5x4,,19.3,,13.66,Sco,Record:  17.5- 20-
M 3-47,PK0-2.5,17 57.7,-30 02,stellar,,18.7,,10.55,Sco,Record:  17.5- 20-
M 3-48,PK359-4.1,17 59.9,-31 55,7,,17.9,,13.23,Sgr,Record:  17.5- 20-
M 3-49,PK356-6.1,18 02.5,-35 13,11x9,,16.6,,12.69,Sgr,Record:  17.5- 20-
M 3-5,PK245+1.1,08 02.5,-27 42,9,,13.9,17.9,9.78,Pup,Record: 17.5+ 17.5+ 8+
M 3-50,PK357-6.1,18 04.1,-34 29,7x2,,15.9,,9.87,Sgr,Record:  17.5- 20+
M 3-51,PK358-5.4,18 04.9,-32 54,12x3,2,17.2,,12.19,Sgr,Record: 13- 17.5- 20+
M 3-52,PK18+4.1,18 10.4,-10 29,11,,,,,Ser,Record:  17.5- 20-
M 3-53,PK19+0.1,18 24.1,-11 07,6x4,,19.6,,14.15,Sct,Record:  17.5- 20-
M 3-54,PK18-2.1,18 33.1,-13 44,stellar,,16.7,,8.55,Sct,Record:  17.5- 20+
M 3-55,PK21-0.2,18 33.2,-10 15,8x7,,19.9,,15.37,Sct,Record:  17.5- 20-
M 3-6,PK254+5.1,08 40.7,-32 22,15x11,2a,10.8,13.9,7.45,Pyx,Record: 17.5+  8+
M 3-7,PK357+3.1,17 24.6,-29 24,7x6,2,15.0,18.0,10.16,Oph,Record:  17.5+ 20+
M 3-8,PK358+4.1,17 24.9,-28 06,6x5,,16.8,,11.60,Oph,Record:  17.5- 20+
M 3-9,PK359+5.2,17 25.7,-26 12,18x16,3,15.6,18.8,12.85,Oph,Record: 17.5+ 17.5+ 20+
M 4-10,PK19-2.1,18 34.2,-13 12,stellar,,15.0,,6.85,Sct,Record: 17.5+ 17.5+ 8+
M 4-11,PK24-5.1,18 54.3,-10 05,22x20,2,13.8,18.7,12.72,Sct,Record: 13+ 17.5+ 8+
M 4-14,PK43-3.1,19 21.0,+07 37,8,4+3,14.9,,10.52,Aql,Record: 17.5+ 17.5+ 20+
M 4-17,PK79+5.1,20 09.0,+43 44,23x21,4+2,14.6,,12.42,Cyg,Record: 13+ 17.5+ 8+
M 4-18,PK146+7.1,04 25.8,+60 07,stellar,1,15.8,13.9,,Cam,Record: 17.5+  20+
M 4-2,PK248-8.1,07 28.9,-35 45,8,2,12.9,15.12,8.52,Pup,Record: 17.5+ 17.5+ 8+
M 4-3,PK357+7.1,17 10.7,-27 09,stellar,1,14.2,17.9,6.05,Oph,Record: 17.5+ 17.5+ 20+
M 4-4,PK357+2.5,17 28.8,-30 08,7,,18.2,,13.53,Sco,Record:  17.5- 20-
M 4-6,PK358+1.1,17 35.2,-29 03,stellar,,18.4,16.8,10.25,Oph,Record: 13- 17.5- 20-
M 4-7,PK358-2.1,17 51.7,-31 36,7,2,,,,Sco,Record:  17.5- 20-
M 4-8,PK18+3.1,18 12.2,-10 43,stellar,,,,,Ser,Record:  17.5- 20-
M 4-9,PK24+5.1,18 14.3,-04 59,46x38,4,14.1,19.7,15.31,Ser,Record: 13+ 17.5+ 8+
MA 13,PK23+1.1,18 30.5,-07 28,stellar,,,,,Sct,Record:   20-
MA 2,PK22+4.1,18 15.2,-06 57,10,,,,,Ser,Record:   20-
MA 3,PK23+4.1,18 17.8,-06 48,5,,18.0,,12.60,Ser,Record:   20-
MaC 1-10,PK5-2.2,18 09.2,-25 05,10,,,,,Sgr,Record:  17.5- 20-
MaC 1-11,PK8-2.1,18 14.8,-22 44,stellar,,17.3,,9.15,Sgr,Record:   20+
MaC 1-13,PK22+1.1,18 28.6,-08 43,17,,18.1,,15.36,Sct,Record:   20-
MaC 1-16,PK23-7.1,19 01.4,-11 58,10,,15.3,,11.41,Sgr,Record:  17.5+ 20+
MaC 1-2,PK309-2.1,13 54.5,-64 59,stellar,,16.4,,8.25,Cir,Record:   20+
MaC 1-4,PK7+10.1,17 26.6,-16 48,stellar,,17.6,,9.35,Oph,Record:   20-
MaC 2-1 ,PK205-26.1,05 03.7,-06 10,stellar,1,14.9,,6.75,Eri,Record: 17.5+  8+
Me 1-1,PK52-2.2,19 39.2,+15 57,3,4,12.1,14.1,5.59,Aql,Record: 13+ 17.5+ 8+
Me 2-1,PK342+27.1,15 22.3,-23 38,6,2,11.6,18.8,6.59,Lib,Record: 8+ 17.5+ 8+
Me 2-2,PK100-8.1,22 31.7,+47 48,5,1,11.5,16.08,6.10,Lac,Record: 13+ 17.5+ 8+
MeWe 1-1,PK272-5.1,08 53.6,-54 05,110,,15.0,,,Vel,Record:   20+
MeWe 1-10,PK336-11.1,17 34.5,-54 29,60,,,,,Ara,Record:   20-
MeWe 1-11,PK345-10.1,17 52.8,-46 42,55,,,,,Ara,Record:   20-
MeWe 1-3,PK308+7.1,13 28.1,-54 42,18,,16.2,,13.58,Cen,Record:   20-
MeWe 1-5,PK321+8.1,14 46.6,-50 23,27,,17.3,,15.56,Lup,Record:   20+
MeWe 1-6,PK334-1.1,16 31.1,-50 27,17,,,,,Nor,Record:   20-
MeWe 1-7,PK335-3.2,16 48.0,-50 43,9,,18.4,,14.28,Ara,Record:   20-
MeWe 1-8,PK335-4.1,16 48.7,-51 09,24,,,,,Ara,Record:   20-
MeWe 1-9,PK337-4.1,16 57.5,-49 47,17,,16.6,,13.86,Ara,Record:   20+
MGP 1,PK348+6.1,16 48.8,-35 01,3,,,,,Sco,Record:   20+
My 60,PK283+2.1,10 31.6,-55 21,8,,12.7,17.20,8.32,Vel,Record:   8+
MyCn 18,PK307-4.1,13 39.6,-67 23,16x10,,12.6,,9.22,Mus,Record:   8+
Mz 1,PK322-2.1,15 34.3,-59 09,29x23,4+6,12.0,,10.17,Nor,Record: 17.5+  8+
Mz 2,PK329-2.2,16 14.5,-54 57,25x21,4+3,12.0,,9.91,Nor,Record: 17.5+ 17.5+ 8+
Mz 3,PK331-1.1,16 17.2,-51 59,35x16,6,13.8,14.1,11.78,Nor,Record:  17.5+ 8+
Na 1,PK18+20.1,17 12.9,-03 16,5,,13.1,16.7,7.70,Oph,Record: 13+  8+
Na 2,PK26-11.1,19 18.3,-11 06,5,,13.8,14.0,8.40,Aql,Record: 17.5+ 17.5+ 8+
NCC 2867,PK278-5.1,09 21.4,-58 19,18x16,4,9.7,16.6,6.95,Car,Record: 17.5+  8+
NGC 1360,PK220-53.1,03 33.2,-25 52,460x320,3,9.6,11.4,13.65,For,Record: 13+ 17.5+ 8+
