pln
He 2-175,PK345+6.1,16 39.5,-36 34,11x4,,15.0,,10.21,Sco,Record:  17.5+ 20+
He 2-18,PK273-3.1,09 08.7,-53 19,12x10,,14.8,,11.10,Vel,Record:   8+
He 2-182,PK325-12.1,16 54.6,-64 15,5,,12.1,,6.70,TrA,Record:   8+
He 2-185,PK321-16.1,17 01.3,-70 06,5,,12.3,,6.90,TrA,Record:   8+
He 2-186,PK336-5.1,16 59.6,-51 42,3,,13.5,14.5,6.99,Ara,Record:   8+
He 2-187,PK337-5.1,17 01.6,-50 23,6,,15.4,,10.39,Ara,Record:   20+
He 2-207,PK342-4.1,17 19.5,-45 53,40x26,,12.6,,11.25,Ara,Record: 17.5+ 17.5+ 8+
He 2-21,PK275-4.2,09 13.9,-55 28,3,,13.5,,6.99,Vel,Record:   8+
He 2-248,PK341-9.1,17 36.1,-49 26,stellar,,14.0,,5.85,Ara,Record:  17.5+ 20+
He 2-25,PK275-3.1,09 18.0,-54 39,5,,15.7,,10.30,Vel,Record:   20+
He 2-250,PK0+3.1,17 34.9,-26 36,6,,17.1,,12.09,Oph,Record:  17.5- 20+
He 2-26,PK278-6.1,09 19.5,-59 12,stellar,,12.0,,3.85,Car,Record:   8+
He 2-260,PK8+6.1,17 39.0,-18 18,10,,,,,Oph,Record:  17.5- 20?
He 2-262,PK1+2.1,17 40.3,-26 44,4,,,,,Oph,Record:  17.5- 20-
He 2-28,PK275-2.1,09 22.1,-54 10,11x9,,14.8,,10.89,Vel,Record:   8+
He 2-29,PK275-2.2,09 24.7,-54 36,14,,13.3,,10.14,Vel,Record:   8+
He 2-306,PK348-9.1,17 56.6,-43 03,3,,14.0,,7.49,Sco,Record:  17.5+ 8+
He 2-32,PK278-4.1,09 30.9,-57 37,45x27,,16.2,,15.02,Car,Record:   20-
He 2-34,PK274+2.1,09 41.2,-49 23,10,,17.5,,13.61,Vel,Record:   20+
He 2-35,PK274+2.2,09 41.6,-49 58,5,,13.7,16.2,8.30,Vel,Record:   8+
He 2-36,PK279-3.1,09 43.4,-57 17,27x18,,13.4,11.3,11.22,Car,Record:   8+
He 2-37,PK274+3.1,09 47.4,-48 58,24x22,,14.0,,11.91,Vel,Record:  17.5+ 8+
He 2-39,PK283-4.1,10 03.8,-60 44,11x10,,14.2,,10.41,Car,Record:   8+
He 2-406,PK8-7.1,18 31.9,-24 46,8,,16.8,,12.42,Sgr,Record:  17.5+ 20+
He 2-41,PK286-6.1,10 07.4,-63 55,stellar,,13.6,,5.45,Car,Record:   8+
He 2-418,PK4-11.2,18 44.2,-30 20,13,,14.0,,11.88,Sgr,Record: 17.5+ 17.5+ 8+
He 2-428,PK49+2.1,19 13.1,+15 47,16x6,,15.5,,14.66,Aql,Record: 17.5+ 17.5- 20+
He 2-429,PK48+1.1,19 13.6,+14 59,4,4,16.3,,10.41,Aql,Record: 13+ 17.5+ 20+
He 2-430,PK51+3.1,19 14.1,+17 32,5,,15.9,,10.50,Sge,Record: 17.5+ 17.5+ 20+
He 2-432,PK55+2.1,19 23.4,+21 08,5,,16.9,,11.50,Vul,Record: 17.5+ 17.5+ 20+
He 2-434,PK320-28.1,19 33.8,-74 33,8x6,,12.1,,7.41,Pav,Record:   8+
He 2-436,PK4-22.1,19 32.1,-34 13,10,,14.2,,10.31,Sgr,Record: 17.5+ 17.5+ 20+
He 2-437,PK61+3.1,19 33.0,+26 53,16x3,6,17.0,,12.31,Vul,Record:   20-
He 2-440,PK60+1.1,19 38.1,+25 16,3,,16.6,,10.09,Vul,Record:  17.5- 20+
He 2-442,PK61+2.1,19 39.7,+26 30,10,,16.2,,12.31,Vul,Record:   20+
He 2-447,PK57-1.1,19 45.4,+21 20,5,,17.2,,11.80,Vul,Record:  17.5- 20+
He 2-459,PK68-2.1,20 14.0,+29 34,5,,,,,Cyg,Record: 17.5- 17.5- 20-
He 2-47,PK285-2.1,10 23.3,-60 33,stellar,,14.1,,5.95,Car,Record:   20+
He 2-48,PK282+3.1,10 31.5,-53 33,15x13,,15.9,,12.73,Vel,Record:   20+
He 2-5,PK264-12.1,07 47.3,-51 15,3,,12.3,14.74,5.79,Car,Record:   8+
He 2-50,PK283+3.1,10 34.3,-53 41,9,,14.2,,10.08,Vel,Record:   8+
He 2-51,PK288-5.1,10 35.8,-64 19,12x7,,14.4,,10.32,Car,Record:   8+
He 2-55,PK286+2.1,10 48.7,-56 03,18,,15.2,,12.58,Vel,Record:   20+
He 2-57,PK289-1.1,10 56.0,-61 28,20,,16.6,,14.21,Car,Record:   20-
He 2-62,PK295-9.1,11 17.7,-70 50,stellar,,13.8,,5.65,Car,Record:   8+
He 2-63,PK289+7.1,11 24.0,-52 51,3,,14.7,,8.19,Cen,Record:   20+
He 2-64,PK291+3.1,11 27.4,-57 18,9x8,,17.5,,13.25,Cen,Record:   20-
He 2-67,PK292+1.2,11 28.8,-60 07,6x4,,13.2,,7.75,Cen,Record: 13+  8+
He 2-68,PK294-4.1,11 31.8,-65 58,stellar,,14.9,,6.75,Mus,Record:   8+
He 2-7,PK264-8.1,08 11.5,-48 43,47x42,,11.8,16.9,11.19,Vel,Record:   8+
He 2-70,PK293+1.1,11 35.2,-60 17,45x27,,13.8,,12.62,Cen,Record:   20+
He 2-71,PK296-6.1,11 39.2,-68 52,stellar,,14.8,,6.65,Mus,Record:   8+
He 2-72,PK294-0.1,11 41.6,-62 29,68,,14.5,,14.77,Cen,Record:   20+
He 2-73,PK296-3.1,11 48.6,-65 09,4,,12.9,,7.01,Mus,Record:   8+
He 2-76,PK298-1.2,12 08.4,-64 12,16x12,,14.8,,11.61,Cru,Record:   20+
He 2-77,PK298-0.1,12 09.0,-63 16,22,,17.4,,15.22,Cru,Record:   20-
He 2-78,PK297+3.1,12 09.2,-58 43,3,,17.6,,10.99,Cru,Record:   20-
He 2-81,PK299-1.1,12 23.0,-64 02,7x6,,17.0,,12.16,Cru,Record:   20+
He 2-82,PK299+2.1,12 23.9,-60 13,24,,15.3,,13.31,Cru,Record:   20+
He 2-83,PK300+0.1,12 28.8,-62 06,6x5,,19.6,,14.40,Cru,Record:   20-
He 2-84,PK300-0.1,12 28.8,-63 45,34x23,,14.2,,12.54,Cru,Record:   20+
He 2-85,PK300-1.1,12 30.1,-63 53,13x8,,14.4,,10.55,Cru,Record:   8+
He 2-86,PK300-2.1,12 30.5,-64 52,4x3,,14.2,,8.00,Mus,Record:   8+
He 2-88,PK304+5.1,13 05.8,-57 39,10,,14.3,,10.41,Cen,Record:   8+
He 2-9,PK258-0.1,08 28.5,-39 24,5,,14.5,16.2,9.10,Vel,Record:  17.5+ 8+
He 2-90,PK305+1.1,13 09.6,-61 20,10,,13.7,,9.81,Cen,Record:   8+
He 2-96,PK309+0.1,13 42.6,-61 23,4,,14.4,,8.51,Cen,Record:   20+
He 2-97,PK307-9.1,13 45.4,-71 29,5,,12.6,,4.45,Mus,Record:   8+
He 2-99,PK309-4.1,13 52.5,-66 23,17,,,,,Cir,Record:   20-
He 3-1333,PK332-9.1,17 09.0,-56 55,stellar,,,,,Ara,Record:   20?
HeFa 1,PK329-2.3,16 12.6,-54 24,24,,16.7,,14.71,Nor,Record:   20+
Hf 2-1,PK355-4.1,17 51.2,-34 55,11x8,3,13.8,,9.77,Sco,Record: 17.5+ 17.5+ 8+
Hf 2-2,PK5-8.1,18 32.5,-28 43,17,2,15.7,17.4,13.96,Sgr,Record:  17.5- 20+
Hf 38,PK288+0.1,10 54.6,-59 10,29x22,,13.7,,11.82,Car,Record:   8+
Hf 39,PK288-0.1,10 54.0,-60 27,72,,10.4,,10.80,Car,Record:   20-
Hf 4,PK283-1.1,10 15.6,-58 51,25x18,,16.7,,14.44,Car,Record:   20-
Hf 48,PK290-0.1,11 03.9,-60 36,36,,15.0,,13.89,Car,Record:   20+
HFG 1,PK136+5.1,03 03.8,+64 54,500,,,13.3,,Cas,Record: 13+  20+
Hu 1-1,PK119-6.1,00 28.3,+55 58,5,2,12.4,16.5,6.95,Cas,Record: 13+ 17.5+ 8+
Hu 1-2,PK86-8.1,21 33.1,+39 38,5,2,11.8,15.1,6.40,Cyg,Record: 8+ 17.5+ 8+
Hu 2-1,PK51+9.1,18 49.8,+20 51,3,,11.4,13.3,4.89,Her,Record: 13+ 17.5+ 8+
IC 1266,PK345-8.1,17 45.6,-46 05,13,4,12.2,11.1,8.98,Ara,Record: 13-  8+
IC 1295,PK25-4.2,18 54.6,-08 50,102x87,3b+2,12.5,15,,Sct,Record: 8+ 17.5+ 8+
IC 1297,PK358-21.1,19 17.4,-39 37,11x9,,10.7,14.2,6.69,CrA,Record: 13+  8+
IC 1454,PK117+18.1,22 42.3,+80 27,34x31,4,14.4,18.6,12.66,Cep,Record: 13+ 17.5+ 8+
IC 1747,PK130+1.1,01 57.6,+63 19,19,3b,12.0,15.4,8.71,Cas,Record: 8+  8+
IC 2003,PK161-14.1,03 56.4,+33 53,7x6,2,11.6,15.4,7.35,Per,Record: 8+  8+
IC 2149,PK166+10.1,05 56.4,+46 06,15x10,3b+1,10.6,10.5,7.15,Aur,Record: 8+  8+
IC 2165,PK221-12.1,06 21.7,-12 59,9x7,3b,10.6,15.1,6.20,CMa,Record: 8+  8+
IC 2448,PK285-14.1,09 07.1,-69 57,27,2b,10.5,12.92,6.59,Car,Record:   8+
IC 2501,PK281-5.1,09 38.8,-60 06,stellar,1,10.4,14.4,2.25,Car,Record:   8+
IC 2553,PK285-5.1,10 09.3,-62 37,11x7,,10.4,15.5,6.22,Car,Record: 17.5+  8+
IC 2621,PK291-4.1,11 00.3,-65 15,stellar,1,11.4,15.4,3.25,Car,Record:   8+
IC 289,PK138+2.1,03 10.3,+61 19,42x28,4+2,13.5,15.5,12.31,Cas,Record: 13+  8+
IC 351,PK159-15.1,03 47.5,+35 03,8x6,2a,11.9,15.0,7.27,Per,Record: 8+  8+
IC 3568,PK123+34.1,12 33.1,+82 34,18,2+2a,10.6,12.4,7.95,Cam,Record: 8+  8+
IC 418  ,PK215-24.1,05 27.5,-12 42,12,4,9.3,10.7,5.80,Lep,Record: 8+  8+
IC 4406,PK319+15.1,14 22.4,-44 09,100x37,4+3,10.2,17.0,12.54,Lup,Record: 13+  8+
IC 4593,PK25+40.1,16 11.7,+12 04,13x10,2+2,10.8,11.2,7.19,Her,Record: 8+  8+
IC 4599,PK338+5.1,16 19.4,-42 16,16x13,,12.4,16.3,9.20,Sco,Record: 13+ 17.5+ 8+
IC 4634,PK0+12.1,17 01.6,-21 50,11x9,2a+3,10.9,17.4,6.99,Oph,Record: 8+  8+
IC 4637,PK345+0.1,17 05.2,-40 53,21x17,3,11.7,12.3,9.19,Sco,Record: 13+  8+
IC 4642,PK334-9.1,17 11.8,-55 24,18x15,4,12.4,13.6,9.58,Ara,Record: 17.5+  8+
IC 4663,PK346-8.1,17 45.5,-44 54,14x12,4,12.1,15.2,8.77,Sco,Record: 13+  8+
IC 4670,PK7+1.1,17 55.1,-21 45,5,2,13.2,14.0,7.40,Sgr,Record: 13+ 17.5+ 8+
IC 4673,PK3-2.3,18 03.3,-27 06,16,4,13.0,14.6,10.13,Sgr,Record: 17.5+  8+
IC 4699,PK348-13.1,18 18.5,-45 59,5,2,12.6,15.1,7.20,Tel,Record: 13+  8+
IC 4732,PK10-6.1,18 33.9,-22 39,3,1,12.1,16.7,5.59,Sgr,Record: 13+ 17.5+ 8+
IC 4776,PK2-13.1,18 45.8,-33 21,8,2a,10.9,14.6,6.52,Sgr,Record: 17.5+  8+
IC 4846,PK27-9.1,19 16.5,-09 03,2,2,11.9,13.7,4.51,Aql,Record: 13+  8+
IC 4997,PK58-10.1,20 20.1,+16 44,2,1,10.8,13.7,3.41,Sge,Record: 13+  8+
IC 5117,PK89-5.1,21 32.5,+44 36,2,2,11.5,16.7,4.11,Cyg,Record: 13+  8+
IC 5148,PK2-52.1,21 59.6,-39 23,120,4,11.0,16.5,12.51,Gru,Record: 13+ 17.5+ 8+
IC 5217,PK100-5.1,22 23.9,+50 58,8x6,2,11.3,15.5,6.61,Lac,Record: 13+  8+
IC 972,PK326+42.1,14 04.4,-17 14,43x40,2c,13.6,17.3,13.1,Vir,Record: 13+ 17.5+ 8+
IsWe 1,PK149-3.1,03 49.1,+50 00,780,,,,,Per,Record:   20-
IsWe 2,PK107+7.1,22 13.4,+65 54,600,,,,,Cep,Record:   20-
J 320   ,PK190-17.1,05 05.6,+10 42,11x8,2+4,11.8,14.4,7.77,Ori,Record: 13+  8+
J 900,PK194+2.1,06 26.0,+17 47,12x10,3b+2,11.8,12.5,8.10,Gem,Record: 13+ 17.5+ 8+
Jn 1,PK104-29.1,23 35.9,+30 28,314,3b,12.1,16.13,16.60,Peg,Record: 17.5+ 17.5+ 8+
JnEr 1,PK164+31.1,07 57.9,+53 25,405x360,,12.0,16.0,16.02,Lyn,Record: 13+ 17.5+ 8+
K  4-8,PK25-4.1,18 54.3,-08 48,stellar,,14.2,,6.05,Sct,Record: 13+ 17.5+ 8+
K 1-1,PK252+4.1,08 31.9,-32 06,47x40,3b,15.6,,14.89,Pyx,Record:  17.5- 20-
K 1-10,PK229-2.1,07 12.6,-16 06,86x45,3b,,21,,CMa,Record:  17.5- 20-
K 1-11,PK215+11.1,07 36.1,+02 42,105x68,3,15.4,19.59,,CMi,Record: 17.5+ 17.5+ 20+
K 1-12,PK236+3.1,07 50.2,-19 18,38x36,,15.9,,14.85,Pup,Record:  17.5- 20-
K 1-13,PK224+15.1,08 06.8,-02 53,150x145,,15.4,18.9,,Mon,Record:  17.5- 20-
K 1-14,PK45+24.1,17 42.6,+21 27,47,4,15.6,16.4,15.07,Her,Record: 17.5+ 17.5+ 20+
K 1-15,PK51+25.1,17 45.0,+27 20,43,3b,17.2,19.7,,Her,Record:   20-
K 1-16,PK94+27.1,18 21.8,+64 22,130x100,3,14.6,15.9,16.00,Dra,Record: 17.5+ 17.5- 20+
K 1-17,PK51+6.1,19 03.6,+19 21,45,4,16.7,18.6,16.07,Sge,Record: 17.5+ 17.5+ 20+
K 1-2,PK253+10.1,08 57.8,-28 57,63x54,,15.3,,15.24,Pyx,Record:   20+
K 1-20,PK110-12.1,23 39.1,+48 13,37x31,4,16.5,20.1,15.26,And,Record:  17.5+ 20+
K 1-21,PK251-1.1,08 04.2,-34 16,28,,16.0,,14.34,Pup,Record:  17.5- 20+
K 1-22,PK283+25.1,11 26.7,-34 22,188x174,,12.6,17.40,15.00,Hya,Record: 13+ 17.5+ 8+
K 1-23,PK299+18.1,12 30.9,-44 14,42,,12.6,18.70,11.82,Cen,Record: 17.5+ 17.5+ 8+
K 1-27,PK286-29.1,05 57.0,-75 40,46,,16.5,,15.92,Men,Record:   20-
K 1-28,PK270+24.1,10 34.5,-29 11,54,,,,,Hya,Record:  17.5- 20-
K 1-3,PK346+12.1,16 23.3,-31 45,154x94,4+2,15.5,20.5,17.01,Sco,Record:  17.5+ 20+
K 1-4,PK1+1.1,17 40.5,-27 01,47x33,3,16.5,19.7,,Oph,Record: 17.5+ 17.5+ 20+
K 1-7   ,PK197-14.1,05 31.8,+06 56,35x32,3,14.0,19.5,12.73,Ori,Record: 17.5+ 17.5+ 8+
K 2-1,PK173-5.1,05 07.1,+30 50,132,3,12.0,18.2,15.51,Aur,Record: 17.5+ 17.5+ 8+
K 2-15,PK263+0.1,08 48.6,-42 54,170,,13.4,,15.66,Vel,Record:   20-
K 2-16,PK352+11.2,16 44.8,-28 04,23,,,,,Sco,Record:   20-
K 2-17,PK336-7.1,17 09.6,-52 13,38,,,,,Ara,Record:   20-
K 2-2,PK204+4.1,06 52.5,+09 58,414,3,12.5,18.27,16.70,Mon,Record:  17.5- 20-
K 2-3,PK234-6.1,07 07.0,-22 02,76x53,3,14.8,21,,CMa,Record: 17.5- 17.5- 20-
K 2-5,PK14+6.1,17 54.4,-12 48,30x20,,17.7,,15.75,Ser,Record:  17.5- 20-
K 2-7,PK19-19.1,19 40.5,-20 27,140,3b,,18.7,,Sgr,Record: 13- 17.5- 20-
K 3-1,PK32+7.1,18 23.4,+03 36,6,,14.3,,10.99,Oph,Record: 17.5+ 17.5+ 8+
K 3-11,PK23-1.2,18 41.1,-08 56,stellar,,,,,Sct,Record:  17.5- 20-
K 3-13,PK34+2.1,18 45.4,+02 01,stellar,,18.4,,10.25,Aql,Record: 13- 17.5- 20-
K 3-14,PK42+5.1,18 48.5,+10 36,stellar,,,,,Aql,Record:  17.5- 20-
K 3-15,PK41+4.1,18 51.7,+09 55,stellar,,18.0,,9.85,Aql,Record: 13- 17.5- 20-
K 3-16,PK44+5.1,18 53.0,+12 16,8,,17.7,,13.32,Her,Record:  17.5- 20+
K 3-17,PK39+2.1,18 56.3,+07 07,5,2,20,,,Aql,Record: 13- 17.5- 20-
K 3-18,PK32-3.1,19 00.6,-02 12,6x3,,21.5,,15.74,Aql,Record:  17.5- 20-
K 3-19,PK32-2.2,19 01.6,-01 19,stellar,,16.0,,7.85,Aql,Record:  17.5- 20+
K 3-2,PK28+5.1,18 25.0,-01 31,3,,19.6,,13.09,Ser,Record:  17.5- 20-
K 3-20,PK32-3.2,19 02.2,-01 49,stellar,,19.1,,10.95,Aql,Record:  17.5- 20?
K 3-21,PK47+4.1,19 02.7,+14 29,7,2,17.6,16.9,12.93,Aql,Record: 13- 17.5- 20-
K 3-22,PK45+1.1,19 09.4,+12 01,stellar,,,,,Aql,Record: 17.5- 17.5- 20-
K 3-24,PK48+2.1,19 12.1,+15 09,6,2,18.7,,13.69,Aql,Record: 17.5- 17.5- 20-
K 3-26,PK35-5.1,19 14.7,+00 14,10,,16.0,,12.11,Aql,Record: 17.5+  20+
K 3-27,PK61+8.1,19 14.5,+28 41,16,,14.9,17.2,12.03,Lyr,Record: 17.5+ 17.5+ 20+
K 3-29,PK48+1.2,19 15.5,+14 04,stellar,,17.4,,9.25,Aql,Record:  17.5- 20+
K 3-3,PK31+5.1,18 27.2,+01 14,10x9,,18.6,,,Ser,Record:   20-
K 3-30,PK40-3.1,19 16.5,+05 13,stellar,,15.8,,7.65,Aql,Record:  17.5- 20+
K 3-31,PK52+2.1,19 19.0,+19 02,stellar,,17.5,,9.35,Sge,Record: 17.5- 17.5- 20-
K 3-33,PK45-1.1,19 22.4,+10 41,stellar,,20.5,,12.35,Aql,Record:  17.5- 20-
K 3-34,PK59+4.1,19 24.0,+25 19,11x9,,15.9,,11.99,Vul,Record:  17.5- 20+
K 3-35,PK56+2.1,19 27.7,+21 30,stellar,,18.5,,10.35,Vul,Record:  17.5- 20-
K 3-36,PK44-5.1,19 32.6,+07 28,12,,15.9,17.3,12.40,Aql,Record: 17.5+ 17.5- 20+
K 3-37,PK59+2.1,19 33.8,+24 32,stellar,,16.0,,7.85,Vul,Record:  17.5+ 20+
K 3-38,PK53-1.1,19 35.3,+17 13,4,,,,,Sge,Record:  17.5- 20-
K 3-39,PK59+2.2,19 35.9,+24 55,stellar,,,,,Vul,Record:  17.5- 20-
K 3-4,PK32+5.1,18 31.0,+02 26,13x11,3b+2,15.8,,12.29,Ser,Record: 17.5+ 17.5+ 20+
K 3-40,PK58+1.1,19 36.4,+23 40,stellar,,16.5,,8.35,Vul,Record: 17.5- 17.5- 20+
K 3-41,PK52-2.1,19 39.3,+16 21,stellar,,18.7,,10.55,Aql,Record:  17.5- 20+
K 3-42,PK56-0.1,19 39.6,+20 19,3,,,,,Vul,Record:  17.5- 20-
K 3-43,PK55-1.1,19 40.4,+18 49,3,,18.6,,12.09,Sge,Record:  17.5- 20-
K 3-45,PK60-0.1,19 46.3,+24 11,7,,19.5,,14.83,Vul,Record: 17.5- 17.5- 20-
K 3-46,PK69+3.1,19 50.0,+33 46,32x17,3b+6,16.4,,14.35,Cyg,Record: 13- 17.5- 20-
K 3-49,PK69+2.1,19 54.0,+33 22,3,,19.0,,12.49,Cyg,Record:   20-
K 3-5,PK34+6.1,18 31.8,+04 05,9,,17.1,,12.98,Ser,Record:  17.5- 20+
K 3-51,PK56-6.1,20 02.6,+17 37,15,,14.8,,11.79,Sge,Record: 17.5+ 17.5+ 8+
K 3-52,PK67-0.1,20 03.2,+30 33,stellar,,18.7,,10.55,Cyg,Record:  17.5- 20-
K 3-53,PK64-2.1,20 03.4,+27 01,6,,16.8,,11.79,Vul,Record:  17.5+ 20+
K 3-54,PK63-3.1,20 05.0,+25 27,stellar,,,,,Vul,Record: 17.5- 17.5- 20-
K 3-55,PK69+0.1,20 06.9,+32 17,5,,,,,Cyg,Record:  17.5- 20-
K 3-56,PK79+6.1,20 06.9,+44 14,4,2,16.4,,10.51,Cyg,Record:   20-
K 3-57,PK72+0.1,20 12.8,+34 21,6,,15.9,,10.89,Cyg,Record:  17.5- 20+
K 3-58,PK69-3.1,20 22.0,+29 59,10x7,?+3,15.5,,14.32,Cyg,Record: 17.5+ 17.5+ 20+
K 3-6,PK30+4.1,18 33.3,+00 12,stellar,,19.8,,11.65,Ser,Record:  17.5- 20+
K 3-60,PK98+4.1,21 27.4,+57 39,3,,16.1,,9.59,Cep,Record: 17.5+ 17.5+ 20+
K 3-61,PK96+2.1,21 30.0,+54 27,6,2,16.8,14.82,11.79,Cyg,Record: 17.5+  20+
K 3-62,PK95+0.1,21 31.8,+52 34,3,,16.1,,9.59,Cyg,Record: 17.5+ 17.5+ 20+
K 3-63,PK98+2.1,21 39.2,+55 46,8x6,1,16.0,,11.31,Cep,Record: 17.5+ 17.5- 20+
K 3-64,PK151+0.1,04 13.5,+51 51,8,,16.9,,12.41,Per,Record:  17.5- 20-
K 3-65,PK153-1.1,04 15.9,+48 50,2,,18.9,,11.54,Per,Record:  17.5- 20-
K 3-66,PK167-9.1,04 36.6,+33 40,stellar,,15.4,,7.25,Per,Record:   20+
K 3-67,PK165-6.1,04 39.8,+36 46,stellar,,13.7,,5.55,Per,Record: 17.5+ 17.5+ 8+
K 3-68,PK178-2.1,05 31.6,+28 59,10,,16.1,,12.21,Aur,Record: 13+ 17.5+ 20+
K 3-69,PK170+4.1,05 41.4,+39 15,stellar,,16.5,,8.35,Aur,Record:  17.5- 20+
K 3-7,PK28+2.1,18 34.2,-02 28,8,,15.6,,15.92,Ser,Record: 17.5+ 17.5+ 20+
K 3-70,PK184+0.1,05 58.8,+25 19,2,,17.3,,9.91,Tau,Record:  17.5- 20-
K 3-71,PK184+4.1,06 13.9,+26 53,3,,18.1,,11.59,Gem,Record:   20-
K 3-72,PK204-3.1,06 23.9,+05 30,11,,,,,Mon,Record:   20-
K 3-73,PK84+9.1,20 04.0,+49 19,16,,15.2,20.8,12.33,Cyg,Record: 17.5+ 17.5+ 20+
K 3-76,PK73-2.1,20 25.1,+33 34,4,,17.2,,11.31,Cyg,Record:  17.5- 20+
K 3-78,PK88+4.1,20 45.4,+50 23,3,,19.5,,12.99,Cyg,Record:   20+
K 3-79,PK92+5.1,20 53.2,+53 46,12,,17.9,,14.40,Cyg,Record:   20-
K 3-80,PK84-4.1,21 07.7,+40 58,6,,17.1,,12.09,Cyg,Record:   20+
K 3-81,PK83-8.1,21 22.3,+38 07,10,,15.5,15.7,11.61,Cyg,Record: 17.5+  20+
K 3-82,PK93-0.1,21 30.9,+50 00,19,,16.1,19.5,13.60,Cyg,Record: 17.5+ 17.5+ 20+
K 3-83,PK94-0.1,21 35.7,+50 54,6,,19.7,,14.69,Cyg,Record:   20-
K 3-84,PK91-4.1,21 38.8,+46 00,8,,14.7,,10.32,Cyg,Record: 17.5+ 17.5+ 8+
K 3-87,PK107-2.2,22 55.1,+56 43,4,,17.7,,11.81,Lac,Record:   20-
K 3-88,PK112+3.1,23 12.3,+64 39,5,,18.6,,13.20,Cep,Record: 17.5-  20-
K 3-90,PK126+3.1,01 25.0,+65 39,9,,16.1,,11.96,Cas,Record:  17.5- 20+
K 3-91,PK129+4.1,01 58.6,+66 34,10,,21.0,,17.07,Cas,Record:   20-
K 3-92,PK130+3.1,02 03.7,+64 58,19x13,,16.7,,13.27,Cas,Record:  17.5- 20+
K 3-93,PK132+4.1,02 26.5,+65 48,10,,17.7,,13.76,Cas,Record:  17.5- 20-
K 3-94,PK142+3.1,03 36.1,+60 04,7,,16.1,,11.49,Cam,Record: 17.5+ 17.5+ 20+
K 4-10,PK52+7.1,18 59.1,+20 37,4,,13.6,,7.71,Sge,Record: 17.5+ 17.5+ 8+
K 4-16,PK48+4.2,19 04.9,+15 48,stellar,,16.5,,8.35,Aql,Record: 17.5+ 17.5- 20+
K 4-19,PK38-3.1,19 13.4,+03 25,stellar,,,,,Aql,Record:   20+
K 4-28,PK50-1.1,19 30.3,+14 47,stellar,,,,,Aql,Record:  17.5- 20-
K 4-37,PK66+2.1,19 51.0,+31 03,12,,,,,Cyg,Record:   20-
K 4-41,PK68+1.1,19 56.6,+32 22,3,,15.9,,9.39,Cyg,Record: 17.5+  20+
K 4-47,PK149+4.1,04 20.8,+56 18,stellar,,,,,Cam,Record:  17.5- 20-
K 4-48,PK201+2.1,06 39.9,+11 07,stellar,,15.4,,7.25,Mon,Record:  17.5+ 20+
K 4-5,PK26-1.1,18 45.6,-06 18,20,,14.2,,13.31,Sct,Record: 17.5+ 17.5+ 8+
K 4-53,PK78-2.1,20 42.3,+37 41,20,,16.1,,13.71,Cyg,Record:  17.5- 20+
K 4-55,PK84+1.1,20 45.2,+44 39,27,,,,,Cyg,Record:   20+
K 4-57,PK107-0.1,22 48.6,+58 29,stellar,,19.6,,13.19,Cep,Record:  17.5- 20-
KFL 1,PK0-3.2,17 59.3,-30 03,8,,19.0,,14.62,Sgr,Record:   20-
KFL 10,PK4-3.2,18 08.0,-26 54,6,,16.7,,11.69,Sgr,Record:   20+
KFL 11,PK4-3.3,18 10.2,-27 17,3,,17.5,,10.99,Sgr,Record:   20-
KFL 12,PK3-4.11,18 10.5,-28 19,3,,17.3,,10.79,Sgr,Record:   20-
KFL 13,PK5-3.3,18 12.7,-25 44,14,,16.1,,12.94,Sgr,Record:   20-
KFL 14,PK2-5.2,18 13.0,-29 25,17,4,14.7,17.7,11.96,Sgr,Record:   20+
KFL 15,PK6-3.4,18 14.3,-25 21,8,,17.9,,13.52,Sgr,Record:   20-
KFL 16,PK5-4.2,18 16.9,-26 23,12,,16.7,,13.20,Sgr,Record:   20+
KFL 19,PK3-7.1,18 23.1,-29 43,8,,16.7,,12.32,Sgr,Record:   20-
KFL 2,PK2-2.5,18 01.0,-28 16,5,,19.6,,14.20,Sgr,Record:   20-
KFL 3,PK359-4.5,18 02.9,-31 24,14,,16.6,,13.44,Sgr,Record:   20+
KFL 4,PK3-2.4,18 02.9,-27 41,3,,17.7,,11.19,Sgr,Record:   20-
KFL 7,PK3-3.2,18 06.8,-27 06,5,,18.3,,12.90,Sgr,Record:   20-
KFL 9,PK359-5.1,18 07.3,-31 43,12,,16.4,,12.90,Sgr,Record:   20+
KjPn 1,PK77+3.1,20 12.4,+40 45,6,,15.6,,10.59,Cyg,Record:  17.5+ 20+
KjPn 2,PK77+3.2,20 15.4,+40 35,4,,17.1,,11.21,Cyg,Record:  17.5- 20-
KjPn 3,PK76+1.2,20 17.3,+38 50,6,,19.0,,13.99,Cyg,Record:  17.5- 20-
KjPn 6,PK111+6.1,22 49.0,+67 02,6,,18.2,,11.45,Cep,Record:  17.5- 20-
KjPn 8,PK112-0.1,23 24.2,+60 57,4,,18.2,,12.31,Cas,Record:   20-
KoRe 1,PK327-5.1,16 19.3,-57 58,14,,,,,Nor,Record:   20-
lC 4191,PK304-4.1,13 08.8,-67 39,18x11,2,10.6,16.4,7.45,Mus,Record:   8+
Lo 1,PK255-59.1,02 57.0,-44 10,471x396,,,,,Eri,Record:   20-
Lo 10,PK328+1.1,15 49.5,-52 31,12,,,,,Nor,Record:   20-
