ngcic
NGC 2274            |   GALXY   |   GEM |   6   47  17.4    |   +   33  34  3   |   12.1    |   12.5    |   1.20    |   1.1 |   169 |   E1  |   0.016920    |   PGC19603    ,   UGC3541 ,   MCG6-15-8   ,   CGCG175-15  ,   KCPG118A    ,       ,       ,       ,       ,       ,       ,   
NGC 2275            |   GALXY   |   GEM |   6   47  17.9    |   +   33  35  57  |   13.2    |   13.3    |   1.30    |   0.9 |   157 |   Sab |   0.016130    |   PGC19605    ,   UGC3542 ,   MCG6-15-7   ,   CGCG175-16  ,   KCPG118B    ,       ,       ,       ,       ,       ,       ,   
NGC 2276            |   GALXY   |   CEP |   7   27  13.6    |   +   85  45  18  |   11.4    |   13.4    |   2.30    |   1.9 |   20  |   SBc |   0.008059    |   PGC21039    ,   UGC3740 ,   MCG14-4-28  ,   CGCG362-42  ,   IRAS07101+8550  ,   KCPG127A    ,   CGCG363-27  ,   Arp25   ,   Arp114  ,   7ZW134  ,   nearSAO1148 ,   
NGC 2277            |   STARS   |   GEM |   6   47  47.0    |   +   33  27  17  |   13.4    |       |       |       |       |   *   |       |       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,   
NGC 2278            |   STARS   |   GEM |   6   48  16.3    |   +   33  23  43  |       |       |       |       |       |   *2  |       |       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,   
NGC 2279            |   STARS   |   GEM |   6   48  24.7    |   +   33  24  52  |       |       |       |       |       |   *3  |       |       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,   
NGC 2280            |   GALXY   |   CMA |   6   44  48.9    |   -   27  38  20  |   10.3    |   13.3    |   6.30    |   3.0 |   163 |   Sc  |   0.006334    |   PGC19531    ,   ESO427-2    ,   MCG-5-16-20 ,   UGCA131 ,   AM0642-273  ,   IRAS06428-2735  ,       ,       ,       ,       ,       ,   
NGC 2281            |   OPNCL   |   AUR |   6   48  17.8    |   +   41  4   44  |   5.4 |       |   25.00   |       |       |   I3p |       |       ,   OCL446  ,       ,       ,       ,       ,       ,       ,       ,       ,       ,   
NGC 2282            |   BRTNB   |   MON |   6   46  51.2    |   +   1   18  54  |       |       |   3.00    |   3.0 |       |   RN  |       |       ,   IC2172  ,   Ced87   ,   assoc.wOCL535   ,       ,       ,       ,       ,       ,       ,       ,   
NGC 2283            |   GALXY   |   CMA |   6   45  52.6    |   -   18  12  37  |   11.5    |   13.8    |   3.60    |   2.7 |   2   |   SBc |   0.002805    |   PGC19562    ,   ESO557-13   ,   MCG-3-18-2  ,   IRAS06436-1809  ,   CGMW1-369   ,       ,       ,       ,       ,       ,       ,   
NGC 2284            |   STARS   |   GEM |   6   49  9.5 |   +   33  11  40  |       |       |       |       |       |   *4  |       |       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,   
NGC 2285            |   STARS   |   GEM |   6   49  36.0    |   +   33  21  54  |       |       |       |       |       |   *2  |       |       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,   
NGC 2286            |   OPNCL   |   MON |   6   47  40.1    |   -   3   8   52  |   7.5 |       |   15.00   |       |       |   IV3m    |       |       ,   OCL548  ,       ,       ,       ,       ,       ,       ,       ,       ,       ,   
NGC 2287            |   OPNCL   |   CMA |   6   46  0.0 |   -   20  45  24  |   4.5 |       |   39.00   |       |       |   II3m    |       |       ,   M41 ,   OCL597  ,   ESO557-SC14 ,       ,       ,       ,       ,       ,       ,       ,   
NGC 2288            |   GALXY   |   GEM |   6   50  52.0    |   +   33  27  44  |   14.4    |   11.7    |   0.40    |   0.2 |   93  |   E5  |   0.018139    |   PGC19714    ,   MCG6-15-11  ,   CGCG175-17  ,       ,       ,       ,       ,       ,       ,       ,       ,   
NGC 2289            |   GALXY   |   GEM |   6   50  53.6    |   +   33  28  45  |   13.1    |   12.6    |   1.10    |   0.6 |   92  |   S0  |   0.016468    |   PGC19716    ,   UGC3560 ,   MCG6-15-10  ,   CGCG175-18  ,   NPM1G+33.0089   ,       ,       ,       ,       ,       ,       ,   
NGC 2290            |   GALXY   |   GEM |   6   50  56.9    |   +   33  26  17  |   13.2    |   13.0    |   1.20    |   0.7 |   50  |   Sa  |   0.016822    |   PGC19718    ,   UGC3562 ,   MCG6-15-12  ,   CGCG175-19  ,       ,       ,       ,       ,       ,       ,       ,   
NGC 2291            |   GALXY   |   GEM |   6   50  58.6    |   +   33  31  32  |   13.2    |   13.2    |   1.00    |   0.8 |   126 |   S0  |   0.017362    |   PGC19719    ,   CGCG175-20  ,   MCG6-15-13  ,   NPM1G+33.0090   ,       ,       ,       ,       ,       ,       ,       ,   
NGC 2292            |   GALXY   |   CMA |   6   47  39.4    |   -   26  44  47  |   11.0    |   13.8    |   4.00    |   3.5 |   124 |   SB0 |   0.006791    |   PGC19617    ,   ESO490-48   ,   MCG-4-16-22 ,   VV178   ,   AM0645-264  ,   CGMW2-41    ,       ,       ,       ,       ,       ,   
NGC 2293            |   GALXY   |   CMA |   6   47  42.8    |   -   26  45  17  |   11.2    |   13.9    |   4.00    |   3.2 |   125 |   SB0-a   |   0.006795    |   PGC19619    ,   ESO490-49   ,   MCG-4-16-23 ,   VV178   ,   AM0645-264  ,   CGMW2-42    ,       ,       ,       ,       ,       ,   
NGC 2294            |   GALXY   |   GEM |   6   51  11.2    |   +   33  31  37  |   13.8    |   13.8    |   0.80    |   0.4 |   6   |   E6  |   0.017068    |   PGC19729    ,   MCG6-15-14  ,   CGCG175-21  ,   IRAS06478+3335  ,       ,       ,       ,       ,       ,       ,       ,   
NGC 2295            |   GALXY   |   CMA |   6   47  23.2    |   -   26  44  10  |   12.5    |   12.6    |   2.10    |   0.6 |   46  |   Sab |   0.005444    |   PGC19607    ,   ESO490-47   ,   MCG-4-16-21 ,   VV178   ,   CGMW2-34    ,       ,       ,       ,       ,       ,       ,   
NGC 2296            |   BRTNB   |   CMA |   6   48  39.0    |   -   16  54  4   |       |       |   0.60    |   0.4 |   175 |   RN  |       |   PGC19643    ,   IC452   ,   MCG-3-18-3  ,   IRAS06464-1650  ,   CGMW1-397   ,   Molecularcloud  ,       ,       ,       ,       ,       ,   
NGC 2297            |   GALXY   |   PIC |   6   44  24.5    |   -   63  43  3   |   12.7    |   13.2    |   1.90    |   1.5 |   101 |   SBbc    |   0.011325    |   PGC19524    ,   ESO87-40    ,   FAIR256 ,   IRAS06440-6339  ,       ,       ,       ,       ,       ,       ,       ,   
NGC 2298            |   GLOCL   |   PUP |   6   48  59.2    |   -   36  0   17  |   9.3 |       |   5.00    |       |       |   VI  |       |       ,   GCL11   ,   ESO366-SC22 ,       ,       ,       ,       ,       ,       ,       ,       ,   
NGC 2299            |   NONEX   |   MON |   6   51  56.6    |   -   7   5   4   |   8.9 |       |   2.50    |       |       |   II2p    |       |       ,   NGC2302 ,   OCL554  ,       ,       ,       ,       ,       ,       ,       ,       ,   
NGC 2300            |   GALXY   |   CEP |   7   32  20.3    |   +   85  42  33  |   11.0    |   12.8    |   2.80    |   2.0 |   78  |   E-S0    |   0.006354    |   PGC21231    ,   UGC3798 ,   MCG14-4-31  ,   CGCG362-43  ,   KCPG127B    ,   CGCG363-29  ,   Arp114  ,       ,       ,       ,       ,   
NGC 2301            |   OPNCL   |   MON |   6   51  45.2    |   +   0   27  33  |   6.0 |       |   15.00   |       |       |   I3m |       |       ,   OCL540  ,       ,       ,       ,       ,       ,       ,       ,       ,       ,   
NGC 2302            |   OPNCL   |   MON |   6   51  56.6    |   -   7   5   4   |   8.9 |       |   2.50    |       |       |   II2p    |       |       ,   NGC2299 ,   OCL554  ,       ,       ,       ,       ,       ,       ,       ,       ,   
NGC 2303            |   GALXY   |   AUR |   6   56  17.4    |   +   45  29  36  |   12.6    |   13.4    |   1.50    |   1.5 |       |   E0  |   0.019700    |   PGC19891    ,   UGC3603 ,   MCG8-13-31  ,   CGCG234-30  ,   NPM1G+45.0083   ,       ,       ,       ,       ,       ,       ,   
NGC 2304            |   OPNCL   |   GEM |   6   55  11.8    |   +   17  59  19  |   10.0    |       |   3.00    |       |       |   II1p    |       |       ,   OCL484  ,       ,       ,       ,       ,       ,       ,       ,       ,       ,   
NGC 2305            |   GALXY   |   VOL |   6   48  37.3    |   -   64  16  22  |   11.7    |   12.9    |   2.10    |   1.5 |   142 |   E2/P    |   0.011671    |   PGC19641    ,   ESO87-44    ,   AM0648-641  ,       ,       ,       ,       ,       ,       ,       ,       ,   
NGC 2306            |   OPNCL   |   MON |   6   54  29.5    |   -   7   11  55  |       |       |       |       |       |   OCL |       |       ,   *cloud? ,       ,       ,       ,       ,       ,       ,       ,       ,       ,   
NGC 2307            |   GALXY   |   VOL |   6   48  51.0    |   -   64  20  6   |   12.0    |   13.0    |   1.70    |   1.6 |   145 |   SBb |   0.015204    |   PGC19648    ,   ESO87-45    ,   AM0648-641  ,   IRAS06485-6416  ,       ,       ,       ,       ,       ,       ,       ,   
NGC 2308            |   GALXY   |   LYN |   6   58  37.5    |   +   45  12  40  |   13.2    |   13.9    |   1.80    |   1.2 |   170 |   Sab |   0.019520    |   PGC19949    ,   UGC3618 ,   MCG8-13-37  ,   CGCG234-37  ,   NPM1G+45.0086   ,       ,       ,       ,       ,       ,       ,   
NGC 2309            |   OPNCL   |   MON |   6   56  3.6 |   -   7   10  28  |   10.5    |       |   5.00    |       |       |   II2m    |       |       ,   OCL557  ,       ,       ,       ,       ,       ,       ,       ,       ,       ,   
NGC 2310            |   GALXY   |   PUP |   6   53  53.8    |   -   40  51  49  |   11.8    |   13.0    |   4.30    |   0.8 |   47  |   S0  |   0.003809    |   PGC19811    ,   ESO309-7    ,   MCG-7-15-1  ,   AM0652-405  ,       ,       ,       ,       ,       ,       ,       ,   
NGC 2311            |   OPNCL   |   MON |   6   57  47.5    |   -   4   36  41  |   9.6 |       |   7.00    |       |       |   III2p   |       |       ,   OCL553  ,       ,       ,       ,       ,       ,       ,       ,       ,       ,   
NGC 2312            |   STARS   |   MON |   6   58  47.0    |   +   10  17  44  |       |       |   5.00    |   2.5 |       |   *Grp    |       |       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,   
NGC 2313            |   BRTNB   |   MON |   6   58  2.8 |   -   7   56  42  |       |       |       |       |       |   EN  |       |       ,   LDN1653 ,       ,       ,       ,       ,       ,       ,       ,       ,       ,   
NGC 2314            |   GALXY   |   CAM |   7   10  31.8    |   +   75  19  40  |   12.2    |   13.2    |   1.10    |   0.8 |   25  |   E3  |   0.012762    |   PGC20305    ,   UGC3677 ,   MCG13-6-3   ,   CGCG348-32  ,       ,       ,       ,       ,       ,       ,       ,   
NGC 2315            |   GALXY   |   LYN |   7   2   33.0    |   +   50  35  27  |   13.6    |   12.5    |   1.30    |   0.3 |   116 |   S0-a    |   0.021000    |   PGC20045    ,   UGC3633 ,   MCG8-13-45  ,   CGCG234-41  ,       ,       ,       ,       ,       ,       ,       ,   
NGC 2316            |   BRTNB   |   MON |   6   59  40.8    |   -   7   46  38  |       |       |   4.00    |   3.0 |       |   RN+EN   |       |       ,   NGC2317 ,   LBN1021 ,   partofoneneb    ,       ,       ,       ,       ,       ,       ,       ,   
NGC 2317            |   NONEX   |   MON |   6   59  40.8    |   -   7   46  38  |       |       |   4.00    |   3.0 |       |   RN+EN   |       |       ,   NGC2316 ,   LBN1021 ,   partofoneneb    ,       ,       ,       ,       ,       ,       ,       ,   
NGC 2318            |   OPNCL   |   CMA |   6   59  27.0    |   -   13  41  52  |       |       |       |       |       |   OCL |       |       ,   *Grp?   ,       ,       ,       ,       ,       ,       ,       ,       ,       ,   
NGC 2319            |   STARS   |   MON |   7   0   32.2    |   +   3   2   34  |       |       |   16.00   |       |       |   *Grp    |       |       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,   
NGC 2320            |   GALXY   |   LYN |   7   5   41.9    |   +   50  34  51  |   11.9    |   12.1    |   1.40    |   0.8 |   140 |   E4  |   0.019827    |   PGC20136    ,   UGC3659 ,   MCG8-13-51  ,   CGCG234-47  ,       ,       ,       ,       ,       ,       ,       ,   
NGC 2321            |   GALXY   |   LYN |   7   5   58.9    |   +   50  45  24  |   13.6    |   13.9    |   1.40    |   1.1 |   135 |   SBa |   0.021075    |   PGC20141    ,   UGC3663 ,   MCG8-13-53  ,   CGCG234-51  ,   NPM1G+50.0072   ,       ,       ,       ,       ,       ,       ,   
NGC 2322            |   GALXY   |   LYN |   7   6   0.3 |   +   50  30  38  |   13.8    |   12.7    |   1.10    |   0.4 |   136 |   SBa |   0.021088    |   PGC20142    ,   UGC3662 ,   MCG8-13-54  ,   CGCG234-50  ,       ,       ,       ,       ,       ,       ,       ,   
NGC 2323            |   OPNCL   |   MON |   7   2   47.8    |   -   8   22  33  |   5.9 |       |   15.00   |       |       |   II3m    |       |       ,   M50 ,   OCL559  ,       ,       ,       ,       ,       ,       ,       ,       ,   
NGC 2324            |   OPNCL   |   MON |   7   4   7.9 |   +   1   2   41  |   8.4 |       |   8.00    |       |       |   II2r    |       |       ,   OCL542  ,       ,       ,       ,       ,       ,       ,       ,       ,       ,   
NGC 2325            |   GALXY   |   CMA |   7   2   40.2    |   -   28  41  52  |   11.3    |   13.0    |   3.00    |   1.5 |   6   |   E4  |   0.007288    |   PGC20047    ,   ESO427-28   ,   MCG-5-17-5  ,       ,       ,       ,       ,       ,       ,       ,       ,   
NGC 2326            |   GALXY   |   LYN |   7   8   10.9    |   +   50  40  56  |   13.1    |   14.3    |   1.90    |   1.8 |   120 |   SBb |   0.019964    |   PGC20218    ,   UGC3681 ,   MCG8-13-62  ,   CGCG234-60  ,   IRAS07043+5045  ,       ,       ,       ,       ,       ,       ,   
NGC 2326    A       |   GALXY   |   LYN |   7   8   34.3    |   +   50  37  54  |   14.7    |   14.0    |   1.00    |   0.6 |   15  |   Sm  |   0.020500    |   PGC20237    ,   UGC3687 ,   MCG8-13-67  ,   CGCG234-66  ,       ,       ,       ,       ,       ,       ,       ,   
NGC 2327            |   BRTNB   |   CMA |   7   4   7.2 |   -   11  18  51  |       |       |   1.00    |   1.0 |       |   EN  |       |       ,   Ced89B  ,       ,       ,       ,       ,       ,       ,       ,       ,       ,   
NGC 2328            |   GALXY   |   PUP |   7   2   36.1    |   -   42  4   5   |   12.1    |   13.4    |   1.30    |   0.8 |   115 |   E/SB0   |   0.003896    |   PGC20046    ,   ESO309-16   ,   MCG-7-15-2  ,   IRAS07010-4159  ,       ,       ,       ,       ,       ,       ,       ,   
NGC 2329            |   GALXY   |   LYN |   7   9   7.9 |   +   48  36  57  |   12.5    |   12.7    |   1.30    |   1.1 |   175 |   E-S0    |   0.019330    |   PGC20254    ,   UGC3695 ,   MCG8-13-73  ,   CGCG234-70  ,       ,       ,       ,       ,       ,       ,       ,   
NGC 2330            |   GALXY   |   LYN |   7   9   28.3    |   +   50  9   11  |   14.8    |   12.6    |   0.40    |   0.3 |   30  |   E3  |   0.016078    |   PGC20272    ,   IC457   ,   MCG8-13-78  ,   CGCG234-74  ,   NPM1G+50.0075   ,       ,       ,       ,       ,       ,       ,   
NGC 2331            |   OPNCL   |   GEM |   7   6   59.8    |   +   27  15  42  |   8.5 |       |   19.00   |       |       |   IV1p    |       |       ,   OCL475  ,       ,       ,       ,       ,       ,       ,       ,       ,       ,   
NGC 2332            |   GALXY   |   LYN |   7   9   33.8    |   +   50  10  55  |   12.8    |   13.1    |   1.50    |   1.0 |   60  |   S0  |   0.019467    |   PGC20276    ,   UGC3699 ,   MCG8-13-79  ,   CGCG234-75  ,       ,       ,       ,       ,       ,       ,       ,   
NGC 2333            |   GALXY   |   GEM |   7   8   21.2    |   +   35  10  12  |   13.3    |   12.8    |   1.00    |   0.7 |   35  |   Sa  |   0.015781    |   PGC20223    ,   UGC3689 ,   MCG6-16-20  ,   CGCG176-18  ,   IRAS07050+3515  ,       ,       ,       ,       ,       ,       ,   
NGC 2334            |   GALXY   |   LYN |   7   11  33.6    |   +   50  14  56  |   13.7    |   13.0    |   0.90    |   0.7 |   80  |   C   |   0.020354    |   PGC20357    ,   IC465   ,   MCG8-13-98  ,   CGCG234-95  ,   NPM1G+50.0078   ,       ,       ,       ,       ,       ,       ,   
NGC 2335            |   OPNCL   |   MON |   7   6   49.4    |   -   10  1   43  |   7.2 |       |   7.00    |       |       |   III3m   |       |       ,   OCL562  ,       ,       ,       ,       ,       ,       ,       ,       ,       ,   
NGC 2336            |   GALXY   |   CAM |   7   27  3.6 |   +   80  10  40  |   10.4    |   13.9    |   7.10    |   3.9 |   178 |   SBbc    |   0.007352    |   PGC21033    ,   UGC3809 ,   MCG13-6-6   ,   CGCG348-34  ,   IRAS07184+8016  ,   CGCG349-4   ,   KCPG132A    ,       ,       ,       ,       ,   
NGC 2336    A       |   GALXY   |   CAM |   7   56  15.1    |   +   78  0   47  |   13.7    |   14.7    |   1.70    |   1.7 |       |   Sc  |   0.007659    |   PGC22238    ,   UGC4066 ,   MCG13-6-12  ,   CGCG349-11  ,       ,       ,       ,       ,       ,       ,       ,   
NGC 2337            |   GALXY   |   LYN |   7   10  13.6    |   +   44  27  25  |   12.4    |   13.4    |   2.10    |   1.4 |   120 |   IBm |   0.001454    |   PGC20298    ,   UGC3711 ,   MCG7-15-10  ,   CGCG205-23  ,   KUG0706+445 ,   IRAS07066+4432  ,       ,       ,       ,       ,       ,   
NGC 2338            |   OPNCL   |   MON |   7   7   43.0    |   -   5   43  0   |       |       |       |       |       |   OCL |       |       ,   *Grp?   ,       ,       ,       ,       ,       ,       ,       ,       ,       ,   
NGC 2339            |   GALXY   |   GEM |   7   8   20.3    |   +   18  46  46  |   11.8    |   13.5    |   2.70    |   2.0 |   175 |   SBbc    |   0.007358    |   PGC20222    ,   UGC3693 ,   MCG3-19-2   ,   CGCG85-40   ,   CGCG86-5    ,   IRAS07054+1851  ,       ,       ,       ,       ,       ,   
NGC 2340            |   GALXY   |   LYN |   7   11  10.7    |   +   50  10  29  |   11.7    |   12.5    |   1.80    |   1.2 |   84  |   E3  |   0.019764    |   PGC20338    ,   UGC3720 ,   MCG8-13-96  ,   CGCG234-91  ,       ,       ,       ,       ,       ,       ,       ,   
NGC 2341            |   GALXY   |   GEM |   7   9   12.0    |   +   20  36  12  |   13.2    |   12.6    |   0.80    |   0.8 |       |   Sc/P    |   0.017215    |   PGC20259    ,   UGC3708 ,   MCG3-19-3   ,   CGCG86-6    ,   KCPG125A    ,   IRAS07062+2041  ,       ,       ,       ,       ,       ,   
NGC 2342            |   GALXY   |   GEM |   7   9   18.1    |   +   20  38  13  |   12.6    |   13.0    |   1.40    |   1.3 |   126 |   Sc  |   0.017599    |   PGC20265    ,   UGC3709 ,   MCG3-19-4   ,   CGCG86-7    ,   KCPG125B    ,   IRAS07063+2043  ,       ,       ,       ,       ,       ,   
NGC 2343            |   OPNCL   |   MON |   7   8   6.7 |   -   10  37  0   |   6.7 |       |   6.00    |       |       |   III3p   |       |       ,   OCL565  ,       ,       ,       ,       ,       ,       ,       ,       ,       ,   
NGC 2344            |   GALXY   |   LYN |   7   12  28.6    |   +   47  10  2   |   12.0    |   13.0    |   1.50    |   1.2 |   165 |   SBbc    |   0.003249    |   PGC20395    ,   UGC3734 ,   MCG8-13-103 ,   CGCG234-100 ,   KARA180 ,   NPM1G+47.0086   ,       ,       ,       ,       ,       ,   
NGC 2345            |   OPNCL   |   CMA |   7   8   18.7    |   -   13  11  37  |   7.7 |       |   12.00   |       |       |   I3m |       |       ,   OCL575  ,       ,       ,       ,       ,       ,       ,       ,       ,       ,   
NGC 2346            |   PLNNB   |   MON |   7   9   22.5    |   -   0   48  22  |   11.6    |       |   0.87    |       |       |   PN  |       |       ,   PK215+3.1   ,   CS=11.2 ,       ,       ,       ,       ,       ,       ,       ,       ,   
NGC 2347            |   GALXY   |   CAM |   7   16  4.0 |   +   64  42  41  |   12.5    |   13.2    |   1.80    |   1.3 |   4   |   Sb  |   0.014747    |   PGC20539    ,   UGC3759 ,   MCG11-9-39  ,   CGCG309-26  ,   IRAS07112+6447  ,   KCPG128B    ,   nearSAO14129    ,       ,       ,       ,       ,   
NGC 2348            |   OPNCL   |   VOL |   7   3   2.7 |   -   67  23  39  |       |       |   11.00   |       |       |   OCL |       |       ,   ESO88-SC1   ,       ,       ,       ,       ,       ,       ,       ,       ,       ,   
NGC 2349            |   OPNCL   |   MON |   7   10  48.1    |   -   8   35  34  |       |       |       |       |       |   OCL |       |       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,   
NGC 2350            |   GALXY   |   CMI |   7   13  12.1    |   +   12  15  59  |   12.3    |   12.0    |   1.40    |   0.7 |   110 |   S0-a    |   0.006371    |   PGC20416    ,   UGC3747 ,   MCG2-19-1   ,   CGCG57-5    ,   IRAS07104+1221  ,       ,       ,       ,       ,       ,       ,   
NGC 2351            |   STARS   |   MON |   7   13  30.0    |   -   10  28  58  |       |       |       |       |       |   *Grp    |       |       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,   
NGC 2352            |   STARS   |   CMA |   7   13  5.7 |   -   24  2   20  |       |       |   5.00    |       |       |   *Grp    |       |       ,   ESO492-**5  ,       ,       ,       ,       ,       ,       ,       ,       ,       ,   
NGC 2353            |   OPNCL   |   MON |   7   14  30.3    |   -   10  15  57  |   7.1 |       |   18.00   |       |       |   II2p    |       |       ,   OCL567  ,       ,       ,       ,       ,       ,       ,       ,       ,       ,   
NGC 2354            |   OPNCL   |   CMA |   7   14  10.0    |   -   25  41  24  |   6.5 |       |   18.00   |       |       |   III2m   |       |       ,   OCL639  ,   ESO492-SC6  ,       ,       ,       ,       ,       ,       ,       ,       ,   
NGC 2355            |   OPNCL   |   GEM |   7   16  59.2    |   +   13  45  0   |   9.7 |       |   8.00    |       |       |   II2p    |       |       ,   NGC2356 ,   OCL496  ,       ,       ,       ,       ,       ,       ,       ,       ,   
NGC 2356            |   NONEX   |   GEM |   7   16  59.2    |   +   13  45  0   |   9.7 |       |   8.00    |       |       |   II2p    |       |       ,   NGC2355 ,   OCL496  ,       ,       ,       ,       ,       ,       ,       ,       ,   
NGC 2357            |   GALXY   |   GEM |   7   17  40.9    |   +   23  21  23  |   13.3    |   13.8    |   3.60    |   0.5 |   122 |   Sc  |   0.007589    |   PGC20592    ,   UGC3782 ,   MCG4-17-14  ,   CGCG116-46  ,   FGC619  ,   IRAS07146+2326  ,       ,       ,       ,       ,       ,   
NGC 2358            |   OPNCL   |   CMA |   7   16  56.3    |   -   17  7   0   |       |       |   8.00    |       |       |   OCL |       |       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,   
NGC 2359            |   BRTNB   |   CMA |   7   18  30.0    |   -   13  13  30  |       |       |   9.00    |   6.0 |       |   EN  |       |       ,   LBN1041 ,       ,       ,       ,       ,       ,       ,       ,       ,       ,   
NGC 2360            |   OPNCL   |   CMA |   7   17  43.1    |   -   15  38  29  |   7.2 |       |   14.00   |       |       |   II2m    |       |       ,   OCL589  ,       ,       ,       ,       ,       ,       ,       ,       ,       ,   
NGC 2361            |   BRTNB   |   CMA |   7   18  23.7    |   -   13  12  32  |       |       |       |       |       |   EN  |       |       ,   partofN2359 ,       ,       ,       ,       ,       ,       ,       ,       ,       ,   
NGC 2362            |   OPNCL   |   CMA |   7   18  41.4    |   -   24  57  15  |   3.8 |       |   6.00    |       |       |   I3p |       |       ,   OCL633  ,   ESO492-SC9  ,       ,       ,       ,       ,       ,       ,       ,       ,   
NGC 2363            |   GX+DN   |   CAM |   7   28  29.9    |   +   69  11  34  |   13.0    |   13.4    |   1.60    |   1.0 |   20  |   GxyP    |       |   PGC93088    ,   MCG12-7-39  ,   KCPG133A    ,   Mrk71   ,   HIIinNGC2366    ,       ,       ,       ,       ,       ,       ,   
NGC 2364            |   OPNCL   |   MON |   7   20  46.4    |   -   7   32  58  |       |       |       |       |       |   OCL |       |       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,   
NGC 2365            |   GALXY   |   GEM |   7   22  22.3    |   +   22  5   0   |   12.4    |   13.7    |   2.80    |   1.4 |   170 |   SBa |   0.007599    |   PGC20838    ,   UGC3821 ,   MCG4-18-8   ,   CGCG117-20  ,       ,       ,       ,       ,       ,       ,       ,   
NGC 2366            |   GALXY   |   CAM |   7   28  54.8    |   +   69  12  58  |   11.1    |   14.5    |   8.10    |   3.0 |   25  |   IBm |   0.000267    |   PGC21102    ,   UGC3851 ,   MCG12-7-40  ,   DDO42   ,   IRAS07233+6917  ,   CGCG330-38  ,   MK71    ,   KCPG133B    ,       ,       ,       ,   
NGC 2367            |   OPNCL   |   CMA |   7   20  6.0 |   -   21  52  54  |   7.9 |       |   5.00    |       |       |   IV3p    |       |       ,   OCL621  ,   ESO559-SC5  ,       ,       ,       ,       ,       ,       ,       ,       ,   
NGC 2368            |   OPNCL   |   MON |   7   21  2.2 |   -   10  22  28  |   11.8    |       |   3.00    |       |       |   IV2p    |       |       ,   OCL571  ,       ,       ,       ,       ,       ,       ,       ,       ,       ,   
NGC 2369            |   GALXY   |   CAR |   7   16  37.7    |   -   62  20  38  |   12.3    |   13.6    |   3.50    |   1.1 |   177 |   SBa |   0.010807    |   PGC20556    ,   ESO122-18   ,   AM0716-621  ,   IRAS07160-6215  ,       ,       ,       ,       ,       ,       ,       ,   
NGC 2369    A       |   GALXY   |   CAR |   7   18  43.5    |   -   62  56  12  |   12.9    |   13.6    |   1.80    |   1.2 |   33  |   SBbc    |   0.010497    |   PGC20640    ,   ESO88-8 ,   AM0718-625  ,   IRAS07182-6250  ,       ,       ,       ,       ,       ,       ,       ,   
NGC 2369    B       |   GALXY   |   CAR |   7   20  29.7    |   -   62  3   14  |   13.2    |   13.9    |   1.50    |   1.4 |   14  |   SBbc    |   0.010107    |   PGC20717    ,   ESO123-5    ,   IRAS07199-6157  ,       ,       ,       ,       ,       ,       ,       ,       ,   
NGC 2370            |   GALXY   |   GEM |   7   25  1.5 |   +   23  47  1   |   13.7    |   12.6    |   0.80    |   0.5 |   43  |   SBc |   0.018346    |   PGC20955    ,   UGC3835 ,   MCG4-18-15  ,   CGCG117-36  ,   IRAS07220+2352  ,       ,       ,       ,       ,       ,       ,   
NGC 2371            |   PLNNB   |   GEM |   7   25  33.9    |   +   29  29  18  |   11.2    |       |   1.03    |       |       |   PN  |       |       ,   NGC2372 ,   PK189+19.1  ,   CS=15.5,partofonePN ,       ,       ,       ,       ,       ,       ,       ,   
NGC 2372            |   NONEX   |   GEM |   7   25  33.9    |   +   29  29  18  |   11.2    |       |   1.03    |       |       |   PN  |       |       ,   NGC2371 ,   PK189+19.1  ,   CS=15.5,partofonePN ,       ,       ,       ,       ,       ,       ,       ,   
NGC 2373            |   GALXY   |   GEM |   7   26  36.9    |   +   33  49  27  |   13.8    |   12.3    |   0.60    |   0.5 |   159 |   Sbc |   0.025971    |   PGC21016    ,   UGC3848 ,   MCG6-17-4   ,   CGCG177-14  ,   IRAS07233+3355  ,   KUG0723+339 ,   ARAK131 ,   NPM1G+33.0105   ,       ,       ,       ,   
NGC 2374            |   OPNCL   |   CMA |   7   23  56.0    |   -   13  15  48  |   8.0 |       |   12.00   |       |       |   II3p    |       |       ,   OCL585  ,       ,       ,       ,       ,       ,       ,       ,       ,       ,   
NGC 2375            |   GALXY   |   GEM |   7   27  9.4 |   +   33  49  57  |   13.6    |   13.8    |   1.30    |   1.0 |   170 |   SBb |   0.026218    |   PGC21035    ,   UGC3854 ,   MCG6-17-5   ,   CGCG177-17  ,   NPM1G+33.0106   ,   IRAS07238+3356  ,       ,       ,       ,       ,       ,   
